ParcelNumber,CurrentAssessedValue,OBJECTID,st_number,st_name,st_unit,LEGALDESCR,LOTSQFT
460001230,287000,36599781,111-A,MELBOURNE PARK CIR,,UNIT 23 MELBOURNE PARK,0
460001220,294600,36599782,113-G,MELBOURNE PARK CIR,,UNIT 22 MELBOURNE PARK,0
460001210,264000,36599783,113-F,MELBOURNE PARK CIR,,UNIT 21 MELBOURNE PARK,0
460001201,288400,36599784,113-E,MELBOURNE PARK CIR,,UNIT 20 MELBOURNE PARK,0
460001190,302800,36599785,113-D,MELBOURNE PARK CIR,,UNIT 19 MELBOURNE PARK,0
460001180,278800,36599786,113-C,MELBOURNE PARK CIR,,UNIT 18 MELBOURNE PARK,0
460001170,264000,36599787,113-B,MELBOURNE PARK CIR,,UNIT 17 MELBOURNE PARK,0
460001160,284500,36599788,113-A,MELBOURNE PARK CIR,,UNIT 16 MELBOURNE PARK,0
460001290,264900,36599789,108-B,MELBOURNE PARK CIR,,UNIT 29 MELBOURNE PARK,0
460001310,278100,36599790,108-D,MELBOURNE PARK CIR,,UNIT 31 MELBOURNE PARK,0
460001320,278100,36599791,108-E,MELBOURNE PARK CIR,,UNIT 32 MELBOURNE PARK,0
460001330,275200,36599792,108-F,MELBOURNE PARK CIR,,UNIT 33 MELBOURNE PARK,0
460001340,284900,36599793,108-G,MELBOURNE PARK CIR,,UNIT 34 MELBOURNE PARK,0
460001300,276300,36599794,101-C,MELBOURNE PARK CIR,,UNIT 3 BLDG 1 MELBOURNE PARK,0
460001301,278300,36599795,108-C,MELBOURNE PARK CIR,,UNIT 30 MELBOURNE PARK,0
540107200,4124700,36599796,402,11TH ST NE,,"LOTS 10A,5 & PAR X  WOODS ADD",0
470002120,1588800,36599797,1200,PARK ST,,7.500 ACRES PARK STREET,326700
060001846,157300,36599798,2434,ARLINGTON BLVD,D4,UNIT D4 ARLINGTON COURT CONDO,0
060001841,103500,36599799,2432,ARLINGTON BLVD,C5,UNIT C5 ARLINGTON COURT CONDO,0
060001838,156300,36599800,2432,ARLINGTON BLVD,C2,UNIT C2 ARLINGTON COURT CONDO,0
060001830,103500,36599801,2428,ARLINGTON BLVD,F6,UNIT F6 ARLINGTON COURT CONDO,0
060001804,157300,36599802,2420,ARLINGTON BLVD,A4,UNIT A4 ARLINGTON COURT CONDO,0
060001844,167400,36599803,2434,ARLINGTON BLVD,D2,UNIT D2 ARLINGTON COURT CONDO,0
060001837,156300,36599804,2432,ARLINGTON BLVD,C1,UNIT C1 ARLINGTON COURT CONDO,0
060001834,152900,36599805,2430,ARLINGTON BLVD,E4,UNIT E4 ARLINGTON COURT CONDO,0
060001833,156300,36599806,2430,ARLINGTON BLVD,E3,UNIT E3 ARLINGTON COURT CONDO,0
060001826,156300,36599807,2428,ARLINGTON BLVD,F2,UNIT F2 ARLINGTON COURT CONDO,0
060001827,157300,36599808,2428,ARLINGTON BLVD,F3,UNIT F3 ARLINGTON COURT CONDO,0
060001836,103500,36599809,2430,ARLINGTON BLVD,E6,UNIT E6 ARLINGTON COURT CONDO,0
060001831,157300,36599810,2430,ARLINGTON BLVD,E1,UNIT E1 ARLINGTON COURT CONDO,0
060001811,103500,36599811,2422,ARLINGTON BLVD,B5,UNIT B5 ARLINGTON COURT CONDO,0
060001845,157300,36599812,2434,ARLINGTON BLVD,D3,UNIT D3 ARLINGTON COURT CONDO,0
060001824,103500,36599813,2426,ARLINGTON BLVD,G6,UNIT G6 ARLINGTON COURT CONDO,0
060001829,103500,36599814,2428,ARLINGTON BLVD,F5,UNIT F5 ARLINGTON COURT CONDO,0
060001820,156300,36599815,2426,ARLINGTON BLVD,G2,UNIT G2 ARLINGTON COURT CONDO,0
060001819,156300,36599816,2426,ARLINGTON BLVD,G1,UNIT G1 ARLINGTON COURT CONDO,0
060001812,103500,36599817,2422,ARLINGTON BLVD,B6,UNIT B6 ARLINGTON COURT CONDO,0
060001806,103500,36599818,2420,ARLINGTON BLVD,A6,UNIT A6 ARLINGTON COURT CONDO,0
060001843,156300,36599819,2434,ARLINGTON BLVD,D1,UNIT D1 ARLINGTON COURT CONDO,0
060001817,103500,36599820,2424,ARLINGTON BLVD,H5,UNIT H5 ARLINGTON COURT CONDO,0
060001814,157300,36599821,2424,ARLINGTON BLVD,H2,UNIT H2 ARLINGTON COURT CONDO,0
060001823,103500,36599822,2426,ARLINGTON BLVD,G5,UNIT G5 ARLINGTON COURT CONDO,0
060001803,157300,36599823,2420,ARLINGTON BLVD,A3,UNIT A3 ARLINGTON COURT CONDO,0
060001822,158800,36599824,2426,ARLINGTON BLVD,G4,UNIT G4 ARLINGTON COURT CONDO,0
060001805,103500,36599825,2420,ARLINGTON BLVD,A5,UNIT A5 ARLINGTON COURT CONDO,0
060001847,103500,36599826,2434,ARLINGTON BLVD,D5,UNIT D5 ARLINGTON COURT CONDO,0
060001815,154200,36599827,2424,ARLINGTON BLVD,H3,UNIT H3 ARLINGTON COURT CONDO,0
060001810,157300,36599828,2422,ARLINGTON BLVD,B4,UNIT B4 ARLINGTON COURT CONDO,0
060001802,156300,36599829,2420,ARLINGTON BLVD,A2,UNIT A2 ARLINGTON COURT CONDO,0
060001807,156300,36599830,2422,ARLINGTON BLVD,B-1,UNIT B1 ARLINGTON COURT CONDO,0
060001839,157300,36599831,2432,ARLINGTON BLVD,C3,UNIT C3 ARLINGTON COURT CONDO,0
060001808,156300,36599832,2422,ARLINGTON BLVD,B2,UNIT B2 ARLINGTON COURT CONDO,0
060001842,103500,36599833,2432,ARLINGTON BLVD,C6,UNIT C6 ARLINGTON COURT CONDO,0
060001848,100900,36599834,2434,ARLINGTON BLVD,D6,UNIT D6 ARLINGTON COURT CONDO,0
060001813,157300,36599835,2424,ARLINGTON BLVD,H1,UNIT H1 ARLINGTON COURT CONDO,0
060001835,103500,36599836,2430,ARLINGTON BLVD,E5,UNIT E5 ARLINGTON COURT CONDO,0
060001840,157300,36599837,2432,ARLINGTON BLVD,C4,UNIT C4 ARLINGTON COURT CONDO,0
060001801,156300,36599838,2420,ARLINGTON BLVD,A1,UNIT A1 ARLINGTON COURT CONDO,0
060001832,157300,36599839,2430,ARLINGTON BLVD,E2,UNIT E2 ARLINGTON COURT CONDO,0
060001821,157300,36599840,2426,ARLINGTON BLVD,G3,UNIT G3 ARLINGTON COURT CONDO,0
060001828,157300,36599841,2428,ARLINGTON BLVD,F4,UNIT F4 ARLINGTON COURT CONDO,0
060001816,156300,36599842,2424,ARLINGTON BLVD,H4,UNIT H4 ARLINGTON COURT CONDO,0
060001809,157300,36599843,2422,ARLINGTON BLVD,B3,UNIT B3 ARLINGTON COURT CONDO,0
060001818,103500,36599844,2424,ARLINGTON BLVD,H6,UNIT H6 ARLINGTON COURT CONDO,0
060001825,156300,36599845,2428,ARLINGTON BLVD,F1,UNIT F1 ARLINGTON COURT CONDO,0
040280310,170600,36599846,312,13TH ST NW,31,UNIT 31 COLLEGE COURT CONDO,0
040280320,164700,36599847,312,13TH ST NW,32,UNIT 32 COLLEGE COURT CONDO,0
040280250,136600,36599848,312,13TH ST NW,25,UNIT 25 COLLEGE COURT CONDO,0
040280260,158800,36599849,312,13TH ST NW,26,UNIT 26 COLLEGE COURT CONDO,0
040280280,155800,36599850,312,13TH ST NW,28,UNIT 28 COLLEGE COURT CONDO,0
040280270,175400,36599851,312,13TH ST NW,27,UNIT 27 COLLEGE COURT CONDO,0
040280350,170600,36599852,312,13TH ST NW,35,UNIT 35 COLLEGE COURT CONDO,0
040280100,155800,36599853,312,13TH ST NW,1,UNIT 1 COLLEGE COURT CONDO,0
040280200,169500,36599854,312,13TH ST NW,2,UNIT 2 COLLEGE COURT CONDO,0
040280500,164700,36599855,312,13TH ST NW,5,UNIT 5 COLLEGE COURT CONDO,0
040280600,170600,36599856,312,13TH ST NW,6,UNIT 6 COLLEGE COURT CONDO,0
040280700,157000,36599857,312,13TH ST NW,7,UNIT 7 COLLEGE COURT CONDO,0
040280800,124400,36599858,312,13TH ST NW,8,UNIT 8 COLLEGE COURT CONDO,0
040280400,136600,36599859,312,13TH ST NW,4,UNIT 4 COLLEGE COURT CONDO,0
040280300,158900,36599860,312,13TH ST NW,3,UNIT 3 COLLEGE COURT CONDO,0
040280180,188700,36599861,312,13TH ST NW,18,UNIT 18 COLLEGE COURT CONDO,0
040280170,163900,36599862,312,13TH ST NW,17,UNIT 17 COLLEGE COURT CONDO,0
040280101,170500,36599863,312,13TH ST NW,10,UNIT 10 COLLEGE COURT CONDO,0
040280110,157000,36599864,312,13TH ST NW,11,UNIT 11 COLLEGE COURT CONDO,0
040280210,163900,36599865,312,13TH ST NW,21,UNIT 21 COLLEGE COURT CONDO,0
040280140,161700,36599866,312,13TH ST NW,14,UNIT 14 COLLEGE COURT CONDO,0
040280160,156300,36599867,312,13TH ST NW,16,UNIT 16 COLLEGE COURT CONDO,0
040280150,162200,36599868,312,13TH ST NW,15,UNIT 15 COLLEGE COURT CONDO,0
040280230,179500,36599869,312,13TH ST NW,23,UNIT 23 COLLEGE COURT CONDO,0
040280190,168900,36599870,312,13TH ST NW,19,UNIT 19 COLLEGE COURT CONDO,0
040280201,164300,36599871,312,13TH ST NW,20,UNIT 20 COLLEGE COURT CONDO,0
040280240,163900,36599872,312,13TH ST NW,24,UNIT 24 COLLEGE COURT CONDO,0
040280330,143800,36599873,312,13TH ST NW,33,UNIT 33 COLLEGE COURT CONDO,0
040280290,144000,36599874,312,13TH ST NW,29,UNIT 29 COLLEGE COURT CONDO,0
040280301,157100,36599875,312,13TH ST NW,30,UNIT 30 COLLEGE COURT CONDO,0
040280340,157000,36599876,312,13TH ST NW,34,UNIT 34 COLLEGE COURT CONDO,0
040280360,169500,36599877,312,13TH ST NW,36,UNIT 36 COLLEGE COURT CONDO,0
040280220,183900,36599878,312,13TH ST NW,22,UNIT 22 COLLEGE COURT CONDO,0
040280900,164700,36599879,312,13TH ST NW,9,UNIT 9 COLLEGE COURT CONDO,0
040280120,145500,36599880,312,13TH ST NW,12,UNIT 12 COLLEGE COURT CONDO,0
570164000,0,36599881,0,CARLTON AVE,,EDDINS COTTAGES COMMON AREA,0
570164100,283800,36599882,1205,CARLTON AVE,,UNIT 1 EDDINS COTTAGES,0
570164200,142800,36599883,1203,CARLTON AVE,,UNIT 2 EDDINS COTTAGES,0
570164300,151100,36599884,1201,CARLTON AVE,,UNIT 3 EDDINS COTTAGES,0
570164400,30000,36599885,0,CARLTON AVE,,UNIT 4 EDDINS COTTAGES,0
600237900,284200,36599886,1103,DRUID AVE,A,UNIT 9 WEST BLD DRUID HILL CON,0
600237800,263800,36599887,1103,DRUID AVE,B,UNIT 8 WEST BLD DRUID HILL CON,0
600237700,262900,36599888,1103,DRUID AVE,C,UNIT 7 WEST BLD DRUID HILL CON,0
600237600,264800,36599889,1103,DRUID AVE,D,UNIT 6 WEST BLD DRUID HILL CON,0
600237500,262900,36599890,1103,DRUID AVE,E,UNIT 5 WEST BLD DRUID HILL CON,0
600237400,262900,36599891,1103,DRUID AVE,F,UNIT 4 WEST BLD DRUID HILL CON,0
600237300,262900,36599892,1103,DRUID AVE,G,UNIT 3 WEST BLD DRUID HILL CON,0
600237200,262900,36599893,1103,DRUID AVE,H,UNIT 2 WEST BLD DRUID HILL CON,0
600237100,284200,36599894,1103,DRUID AVE,J,UNIT 1 WEST BLD DRUID HILL CON,0
600237101,288200,36599895,1105,DRUID AVE,Z,UNIT 1 EAST BLD DRUID HILL CON,0
600237110,262900,36599896,1105,DRUID AVE,W,UNIT 2 EAST BLD DRUID HILL CON,0
600237120,262900,36599897,1105,DRUID AVE,T,UNIT 3 EAST BLD DRUID HILL CON,0
600237130,264500,36599898,1105,DRUID AVE,S,UNIT 4 EAST BLD DRUID HILL CON,0
600237140,262900,36599899,1105,DRUID AVE,R,UNIT 5 EAST BLD DRUID HILL CON,0
600237150,261900,36599900,1105,DRUID AVE,Q,UNIT 6 EAST BLD DRUID HILL CON,0
600237160,262900,36599901,1105,DRUID AVE,P,UNIT 7 EAST BLD DRUID HILL CON,0
600237170,262900,36599902,1105,DRUID AVE,N,UNIT 8 EAST BLD DRUID HILL CON,0
600237180,284200,36599903,1105,DRUID AVE,M,UNIT 9 EAST BLD DRUID HILL CON,0
600237000,0,36599904,1103-05,DRUID AVE,,DRUID HILL CONDOS COMMON AREA,0
600129000,195400,36599905,1009,DRUID AVE,,LOT 15 BK 50 BELMONT,6054.84
590276000,568200,36599906,804,ELLIOTT AVE,,LOT 3 BK 41 BELMONT,6054.84
590276100,312100,36599907,806,ELLIOTT AVE,,LOT 4 BK 41 BELMONT,6054.84
540277000,0,36599908,100,10TH ST NE,,TEN MARKET CONDO COMMON AREA,0
540277E00,1155800,36599909,100,10TH ST NE,E,UNIT E TEN MARKET CONDO,4800.312
540277I00,634100,36599910,100,10TH ST NE,I,UNIT I TEN MARKET CONDO,2365.308
540277J00,604500,36599911,100,10TH ST NE,J,UNIT J TEN MARKET CONDO,2247.696
540277H00,704000,36599912,100,10TH ST NE,H,UNIT H TEN MARKET CONDO,2657.16
540277D00,627800,36599913,100,10TH ST NE,D,UNIT D TEN MARKET CONDO,2260.764
540277C00,531000,36599914,100,10TH ST NE,C,UNIT C TEN MARKET CONDO,1951.488
540277A10,608400,36599915,100,10TH ST NE,A,UNIT A TEN MARKET CONDO,2260.764
540277G00,552100,36599916,100,10TH ST NE,G,UNIT G TEN MARKET CONDO,2034.252
160129000,1400,36599917,1800,JEFFERSON PARK AVE,,HIGHRISE 1800 JPA COMMON AREA,0
530091LF0,119100,36599918,507,E MAIN ST,,LEASEHOLD PARKING GARAGE,2151.864
300095000,386800,36599919,814,NALLE ST,,PT LOT 22,0
570140000,162100,36599920,1100,CHERRY ST,,LOT 1 BK 1 CARLTON,0
570140100,81900,36599921,0,CHERRY ST,,LOT 2 BK 1 CARLTON,0
020070000,1222900,36599922,929,RUGBY RD,,LOT 5 BK 1 RUGBY,25221.24
020069000,1536400,36599923,933,RUGBY RD,,LOT 4 BK 1 RUGBY,27007.2
020068100,436400,36599924,0,RUGBY RD,,LOT 3A BK 1 RUGBY,33976.8
55A088610,564100,36599925,100,RIVERBLUFF CIR,,LOT 1 RIVERBLUFF,0
55A088620,619300,36599926,102,RIVERBLUFF CIR,,LOT 2 RIVERBLUFF,0
55A088622,420800,36599927,124,RIVERBLUFF CIR,,LOT 22 RIVERBLUFF,0
55A088617,150000,36599928,101,RIVERBLUFF CIR,,LOT 17 RIVERBLUFF,0
300075000,1047400,36599929,910,GROVE ST,,"LOTS 12,13 & 14 FIFE ADDITION",22041.36
21B016180,283000,36599930,135,OLD FIFTH CIR,,LOT 18 WILLOUGHBY TOWNES,0
21B016190,264200,36599931,137,OLD FIFTH CIR,,LOT 19 WILLOUGHBY TOWNES,0
21B016201,280800,36599932,139,OLD FIFTH CIR,,LOT 20 WILLOUGHBY TOWNES,0
21B016210,264800,36599933,141,OLD FIFTH CIR,,LOT 21 WILLOUGHBY TOWNES,0
21B016220,266900,36599934,143,OLD FIFTH CIR,,LOT 22 WILLOUGHBY TOWNES,0
21B016230,265400,36599935,145,OLD FIFTH CIR,,LOT 23 WILLOUGHBY TOWNES,0
21B016240,275500,36599936,147,OLD FIFTH CIR,,LOT 24 WILLOUGHBY TOWNES,0
590094200,452400,36599937,616,DRUID AVE,,LOT 5 BK 53 BELMONT,6054.84
590094100,373300,36599938,618,DRUID AVE,,LOT 6 BK 53 BELMONT,6054.84
590096000,381800,36599939,610,DRUID AVE,,LOT 3 BK 53 BELMONT,6054.84
590097000,291000,36599940,606,DRUID AVE,,LOT 2 BK 53 BELMONT,6054.84
220155000,150900,36599941,1636,MULBERRY AVE,,LOT C HIGHLAND PARK,3746.16
220154000,197100,36599942,1633,CHERRY AVE,,LOT A HIGHLAND PARK,3746.16
200131000,369600,36599943,222,MONTE VISTA AVE,,LOT 51,0
610047000,483100,36599944,1028,LINDEN AVE,,LOT 4A BK A KNOLL TERRACE,12632.4
090066000,8312500,36599945,219,14TH ST NW,,LOT 22 MCKENNIE'S,0
090069000,5562700,36599946,211,14TH ST NW,,PARCEL X MCKENNIE'S,0
200132000,521700,36599947,224,MONTE VISTA AVE,,"LOTS 53,54 BK 3 MONTE VISTA",0
240120600,289500,36599948,820,ROCK CREEK RD,,UNIT 6 PH 5 ROCK CREEK CONDO,0
240120500,287400,36599949,818,ROCK CREEK RD,,UNIT 5 PH 5 ROCK CREEK CONDO,0
240120400,288900,36599950,816,ROCK CREEK RD,,UNIT 4 PH 5 ROCK CREEK CONDO,0
240120300,286300,36599951,814,ROCK CREEK RD,,UNIT 3 PH 5 ROCK CREEK CONDO,0
240120200,295200,36599952,812,ROCK CREEK RD,,UNIT 2 PH 5 ROCK CREEK CONDO,0
240120100,297800,36599953,810,ROCK CREEK RD,,UNIT 1 PH 5 ROCK CREEK CONDO,0
240120700,332000,36599954,822,ROCK CREEK RD,,UNIT 7 PH 4 ROCK CREEK CONDO,0
240120800,290800,36599955,824,ROCK CREEK RD,,UNIT 8 PH 4 ROCK CREEK CONDO,0
240120900,294200,36599956,826,ROCK CREEK RD,,UNIT 9 PH 4 ROCK CREEK CONDO,0
240120101,293200,36599957,828,ROCK CREEK RD,,UNIT 10 PH 4 ROCK CREEK CONDO,0
240120110,293100,36599958,830,ROCK CREEK RD,,UNIT 11 PH 4 ROCK CREEK CONDO,0
240120120,292600,36599959,832,ROCK CREEK RD,,UNIT 12 PH 4 ROCK CREEK CONDO,0
240119000,376800,36599960,716,ROCK CREEK RD,,LOT 7 BK H FOREST HILLS,0
240120130,303800,36599961,834,ROCK CREEK RD,,UNIT 13 PH 3 ROCK CREEK CONDO,0
240120140,291300,36599962,836,ROCK CREEK RD,,UNIT 14 PH 3 ROCK CREEK CONDO,0
240120150,317200,36599963,838,ROCK CREEK RD,,UNIT 15 PH 3 ROCK CREEK CONDO,0
240120160,291600,36599964,840,ROCK CREEK RD,,UNIT 16 PH 3 ROCK CREEK CONDO,0
240120170,299300,36599965,842,ROCK CREEK RD,,UNIT 17 PH 3 ROCK CREEK CONDO,0
240120180,299800,36599966,844,ROCK CREEK RD,,UNIT 18 PH 2 ROCK CREEK CONDO,0
240120190,287400,36599967,846,ROCK CREEK RD,,UNIT 19 PH 2 ROCK CREEK CONDO,0
240120201,316300,36599968,848,ROCK CREEK RD,,UNIT 20 PH 2 ROCK CREEK CONDO,0
240120210,337900,36599969,850,ROCK CREEK RD,,UNIT 21 PH 2 ROCK CREEK CONDO,0
240120220,296600,36599970,852,ROCK CREEK RD,,UNIT 22 PH 1 ROCK CREEK CONDO,0
240120230,287700,36599971,854,ROCK CREEK RD,,UNIT 23 PH 1 ROCK CREEK CONDO,0
240120240,317900,36599972,856,ROCK CREEK RD,,UNIT 24 PH 1 ROCK CREEK CONDO,0
240120000,0,36599973,0,ROCK CREEK RD,,ROCK CREEK CONDOS COMMON AREA,0
300061100,16500,36599974,0,9TH ST SW,,LOT,2613.6
200131100,39900,36599975,0,MONTE VISTA AVE,,LOT 94,0
200131200,39900,36599976,0,MONTE VISTA AVE,,LOT 93,0
22B302000,137000,36599977,950,ROCK CREEK RD,,LOT 34R BK D SEC 2 ORANGEDALE,0
22B301000,133100,36599978,948,ROCK CREEK RD,,LOT 33L BK D SEC 2 ORANGEDALE,0
22B303000,133100,36599979,952,ROCK CREEK RD,,LOT 34L BK D SEC 2 ORANGEDALE,0
22B304000,134300,36599980,954,ROCK CREEK RD,,LOT 35R BK D SEC 2 ORANGEDALE,0
22B306000,134100,36599981,958,ROCK CREEK RD,,LOT 36R BK D SEC 2 ORANGEDALE,0
22B310000,133900,36599982,966,ROCK CREEK RD,,LOT 38R BK D SEC 2 ORANGEDALE,0
22B311000,133100,36599983,968,ROCK CREEK RD,,LOT 38L BK D SEC 2 ORANGEDALE,0
22B313000,140800,36599984,972,ROCK CREEK RD,,LOT 39L BK D SEC 2 ORANGEDALE,0
22B314000,150800,36599985,974,ROCK CREEK RD,,LOT 40R BK D SEC 2 ORANGEDALE,0
22B318000,176900,36599986,982,ROCK CREEK RD,,LOT 42R BK D SEC 2 ORANGEDALE,0
560119A00,308600,36599987,1702,E MARKET ST,,LOT A WOOLEN MILLS,0
560119000,415500,36599988,1700,E MARKET ST,,LOT B WOOLEN MILLS,0
560121000,229800,36599989,1718,E MARKET ST,,LOT WOOLEN MILLS,0
440011000,330400,36599990,1451,RUGBY AVE,,LOT 2 BK A RUGBY HILLS,7448.76
440012000,304100,36599991,1456,RUTLEDGE AVE,,LOTS 20-22 BK A RUGBY HILLS,9888.12
560119100,205000,36599992,1704,E MARKET ST,,LOT 1,0
560119200,205000,36599993,1706,E MARKET ST,,LOT 2,0
560119300,205000,36599994,1708,E MARKET ST,,LOT 3,0
560119400,204600,36599995,1710,E MARKET ST,,LOT 4,0
560120000,219500,36599996,1712,E MARKET ST,,LOT 5 RESIDUE WOOLEN MILLS,0
320123100,671400,36599997,505-507,COMMERCE ST,,LOT,2395.8
280111AA0,380900,36599998,200,GARRETT ST,A,UNIT A THE GLEASON CONDO,1746.756
280111B00,414700,36599999,200,GARRETT ST,B,UNIT B THE GLEASON CONDO,1546.38
280111C00,473500,36600000,200,GARRETT ST,C,UNIT C THE GLEASON CONDO,1820.808
280111D00,388600,36600001,200,GARRETT ST,D,UNIT D THE GLEASON CONDO,1746.756
280111I00,681600,36600002,200,GARRETT ST,I,UNIT I THE GLEASON CONDO,2530.836
280111H00,608000,36600003,200,GARRETT ST,H,UNIT H THE GLEASON CONDO,2230.272
280111J00,684000,36600004,200,GARRETT ST,J,UNIT J THE GLEASON CONDO,2539.548
280111K00,340400,36600005,200,GARRETT ST,K,UNIT K THE GLEASON CONDO,1171.764
280111L00,838300,36600006,200,GARRETT ST,L,UNIT L THE GLEASON CONDO,3171.168
280111P00,607200,36600007,200,GARRETT ST,P,UNIT P THE GLEASON CONDO,2522.124
280111R00,278700,36600008,200,GARRETT ST,R,UNIT R THE GLEASON CONDO,1158.696
280111S00,898500,36600009,200,GARRETT ST,S,UNIT S THE GLEASON CONDO,3606.768
280111Q00,198700,36600010,200,GARRETT ST,Q,UNIT Q THE GLEASON CONDO,792.792
280111O00,1051300,36600011,200,GARRETT ST,O,UNIT O THE GLEASON CONDO,4351.644
280111F00,2045700,36600012,200,GARRETT ST,F,UNITS F/G THE GLEASON CONDO,8324.316
280111M00,1840900,36600013,200,GARRETT ST,M,UNITS M/N THE GLEASON CONDO,7440.048
280111414,621000,36600014,200,GARRETT ST,414,UNIT 414 THE GLEASON CONDO,1346.004
280111415,560100,36600015,200,GARRETT ST,415,UNIT 415 THE GLEASON CONDO,1206.612
280111411,423600,36600016,200,GARRETT ST,411,UNIT 411 THE GLEASON CONDO,892.98
280111412,1049600,36600017,200,GARRETT ST,412,UNIT 412 THE GLEASON CONDO,2469.852
280111410,1076700,36600018,200,GARRETT ST,410,UNIT 410 THE GLEASON CONDO,2509.056
280111409,419000,36600019,200,GARRETT ST,409,UNIT 409 THE GLEASON CONDO,875.556
280111407,410700,36600020,200,GARRETT ST,407,UNIT 407 THE GLEASON CONDO,866.844
280111405,537600,36600021,200,GARRETT ST,405,UNIT 405 THE GLEASON CONDO,1158.696
280111401,911100,36600022,200,GARRETT ST,401,UNIT 401 THE GLEASON CONDO,2060.388
280111402,575900,36600023,200,GARRETT ST,402,UNIT 402 THE GLEASON CONDO,1241.46
280111404,570000,36600024,200,GARRETT ST,404,UNIT 404 THE GLEASON CONDO,1228.392
280111406,572700,36600025,200,GARRETT ST,406,UNIT 406 THE GLEASON CONDO,1241.46
280111514,641300,36600026,200,GARRETT ST,514,UNIT 514 THE GLEASON CONDO,1319.868
280111515,589400,36600027,200,GARRETT ST,515,UNIT 515 THE GLEASON CONDO,1206.612
280111513,568300,36600028,200,GARRETT ST,513,UNIT 513 THE GLEASON CONDO,1158.696
280111511,446900,36600029,200,GARRETT ST,511,UNIT 511 THE GLEASON CONDO,892.98
280111510,607400,36600030,200,GARRETT ST,510,UNIT 510 THE GLEASON CONDO,1245.816
280111509,438400,36600031,200,GARRETT ST,509,UNIT 509 THE GLEASON CONDO,875.556
280111508,1180900,36600032,200,GARRETT ST,508,UNIT 508 THE GLEASON CONDO,2487.276
280111507,440400,36600033,200,GARRETT ST,507,UNIT 507 THE GLEASON CONDO,866.844
280111505,572600,36600034,200,GARRETT ST,505,UNIT 505 THE GLEASON CONDO,1163.052
280111501,1021800,36600035,200,GARRETT ST,501,UNIT 501 THE GLEASON CONDO,2060.388
280111502,618700,36600036,200,GARRETT ST,502,UNIT 502 THE GLEASON CONDO,1241.46
280111504,580200,36600037,200,GARRETT ST,504,UNIT 504 THE GLEASON CONDO,1228.392
280111601,1031300,36600038,200,GARRETT ST,601,UNIT 601 THE GLEASON CONDO,2069.1
280111604,1237200,36600039,200,GARRETT ST,604,UNIT 604 THE GLEASON CONDO,2474.208
280111605,610500,36600040,200,GARRETT ST,605,UNIT 605 THE GLEASON CONDO,1176.12
280111606,641000,36600041,200,GARRETT ST,606,UNIT 606 THE GLEASON CONDO,1241.46
280111607,457900,36600042,200,GARRETT ST,607,UNIT 607 THE GLEASON CONDO,866.844
280111609,463400,36600043,200,GARRETT ST,609,UNIT 609 THE GLEASON CONDO,875.556
280111610,1248400,36600044,200,GARRETT ST,610,UNIT 610 THE GLEASON CONDO,2491.632
280111611,475300,36600045,200,GARRETT ST,611,UNIT 611 THE GLEASON CONDO,901.692
280111612,1104900,36600046,200,GARRETT ST,612,UNIT 612 THE GLEASON CONDO,2286.9
280111614,679700,36600047,200,GARRETT ST,614,UNIT 614 THE GLEASON CONDO,1319.868
280111615,630700,36600048,200,GARRETT ST,615,UNIT 615 THE GLEASON CONDO,1206.612
600004000,209700,36600049,914,BOLLING AVE,,LOT 5  BK 24 BELMONT,6054.84
600003000,205800,36600050,910,BOLLING AVE,,LOT 3  BK 24 BELMONT,6054.84
600003100,209700,36600051,912,BOLLING AVE,,LOT 4 BK 24 BELMONT,6054.84
600004100,209700,36600052,916,BOLLING AVE,,LOT 6  BK 24 BELMONT,6054.84
600224000,373600,36600053,1114,ELLIOTT AVE,,LOTS 8 & PT 7 BK 44 BELMONT,0
600224100,497100,36600054,1116,ELLIOTT AVE,,LOT 9 BK 44 BELMONT,0
41B002A00,9743400,36600055,1797,HYDRAULIC RD,,LOT 1,165092.4
21A028A00,88000,36600056,422,MOSELEY DR,,LOT Z1 BK B GREEN VALLEYS,10236.6
560088000,322300,36600057,1500,MIDLAND ST,,LOT 1 BK 15 CARLTON,0
580358E00,43900,36600058,0,DOUGLAS AVE,,PARCEL B5,2962.08
580289200,132800,36600059,0,LYMAN ST,,PARCEL X,5619.24
220023000,402300,36600060,413,VALLEY RD EXT,A&B,LOT 16 HIGHLAND PARK,0
220024000,320500,36600061,415,VALLEY RD EXT,A&B,LOT 17 HIGHLAND PARK,0
18A113B00,366900,36600062,238,HUNTLEY AVE,,LOT 63B PH 1 HUNTLEY,0
18A113000,366600,36600063,240,HUNTLEY AVE,,LOT 63A PH 1 HUNTLEY,0
18A114000,370300,36600064,236,HUNTLEY AVE,,LOT 64 PH 1 HUNTLEY,0
18A114B00,366600,36600065,234,HUNTLEY AVE,,LOT 64B PH 1 HUNTLEY,0
18A077B00,362100,36600066,257,HUNTLEY AVE,,LOT 27B PH 1 HUNTLEY,0
18A077000,389300,36600067,255,HUNTLEY AVE,,LOT 27A PH 1 HUNTLEY,0
18A071000,459700,36600068,241,HUNTLEY AVE,,LOT 21 PH 1 HUNTLEY,0
18A072000,467300,36600069,243,HUNTLEY AVE,,LOT 22 PH 1 HUNTLEY,0
18A070000,477000,36600070,239,HUNTLEY AVE,,LOT 20 PH 1 HUNTLEY,0
