RecordID,Offense,IncidentID,BlockNumber,StreetName,Agency,DateReported,HourReported,ReportingOfficer
7469,Stolen Property Offenses,202000008549,400,FAIRWAY AVE,CPD,2020/03/28 22:41:30+00,1841,"Jaeger, Jeffrey"
7470,Larceny - Theft from Building,202080000023,800,HARDY DR,CPD,2020/03/28 21:42:40+00,1742,"Handy, Russell"
7471,Hit and Run,202000008533,100,OLINDA DR,CPD,2020/03/28 20:10:41+00,1610,"Holley, Barrett"
7472,Larceny - From Motor Vehicle,202000008517,1300,HILLTOP RD,CPD,2020/03/28 16:25:14+00,1225,"Godfrey, Gregory "
7473,Vandalism,202000008513,100,UNIVERSITY CIR,CPD,2020/03/28 15:10:50+00,1110,"Trammell, Ryan"
7474,Hit and Run,202000008500,100,STRIBLING AVE,CPD,2020/03/28 13:02:42+00,0902,"Trammell, Ryan"
7475,Shots Fired/Illegal Hunting,202000008486,400,GARRETT ST,CPD,2020/03/28 09:18:00+00,0518,"Byrd, Timothy"
7476,Assault Simple,202000008483,1900,"JEFFERSON PARK AVE, 28",CPD,2020/03/28 08:07:35+00,0407,"Arreguin, Arron"
7477,Burglary,202000008479,500,W MAIN ST,CPD,2020/03/28 06:21:44+00,0221,"Joiner, Chaka"
7478,Suspicious Activity,202000008477,1000,HOLMES AVE,CPD,2020/03/28 05:50:57+00,0150,"Wagner, Christopher "
7479,Missing Person-juvenile,202000008457,300,RIVERSIDE AVE,CPD,2020/03/28 01:30:29+00,2130,"Lucas, Corbin"
7480,Traffic Stops,202000008440,800,CHERRY AVE,CPD,2020/03/27 21:52:23+00,1752,"Houchens, Logan"
7481,Disorderly Conduct,202000008439,400,RIVERSIDE AVE,CPD,2020/03/27 21:22:11+00,1722,"Holley, Barrett"
7482,Larceny - From Motor Vehicle,202000008418,600,E WATER ST,CPD,2020/03/27 18:14:48+00,1414,"Godfrey, Gregory "
7483,Assist Citizen - Mental/TDO/ECO,202000008412,800,E MARKET ST,CPD,2020/03/27 16:37:36+00,1237,"Shiflett, Tammy"
7484,Suspicious Activity,202000008410,1600,UNIVERSITY AVE,CPD,2020/03/27 16:31:59+00,1231,"Thomas, Eric"
7485,Larceny - From Motor Vehicle,202000008400,1600,OXFORD RD,CPD,2020/03/27 15:13:45+00,1113,"McKeown, Kaitlyn"
7486,Larceny - From Motor Vehicle,202000008366,1700,ESSEX RD,CPD,2020/03/27 10:17:49+00,0617,"Godfrey, Gregory "
7487,Motor Vehicle Theft,202000008348,900,RIVES ST,CPD,2020/03/27 03:36:59+00,2336,"Arreguin, Arron"
7488,Vandalism,202000008335,700,"PROSPECT AVE, A",CPD,2020/03/26 23:19:09+00,1919,"Holley, Barrett"
7489,Larceny - Theft from Building,202000008302,1200,CEDARS CT,CPD,2020/03/26 17:05:46+00,1305,"McKeown, Kaitlyn"
7490,Assist Citizen - Welfare Check,202000008286,1400,"MONTICELLO RD, 215",CPD,2020/03/26 14:54:19+00,1054,"Pendleton, Eric"
7491,Vandalism,202000008281,800,W MAIN ST,CPD,2020/03/26 13:48:31+00,0948,"Burnett, James"
7492,Assault Simple,202000008276,100,W MARKET ST,CPD,2020/03/26 13:10:00+00,0910,"Shiflett, Tammy"
7493,Assault Simple,202000008268,200,"STRIBLING AVE, B",CPD,2020/03/26 12:08:19+00,0808,"Barbour, Tremaine"
7494,Vandalism,202000008263,700,SHAMROCK RD,CPD,2020/03/26 11:52:04+00,0752,"Godfrey, Gregory "
7495,Motor Vehicle Theft,202000008240,200,FLORENCE RD,CPD,2020/03/26 03:32:21+00,2332,"Boury, Bethany"
7496,Larceny - Shoplifitng,202000008237,1900,HYDRAULIC RD,CPD,2020/03/26 02:42:05+00,2242,"Burchardt, Rudy"
7497,Assist Agency - Other,202000008223,,JEFFERSON PARK AVE / STRIBLING AVE,CPD,2020/03/25 21:45:25+00,1745,"Gower, Charles"
7498,Suspicious Activity,202000008216,2300,JEFFERSON PARK AVE,CPD,2020/03/25 21:00:13+00,1700,"Smith, Daniel"
7499,Animal - Bite,202000008215,200,MONTE VISTA AVE,CPD,2020/03/25 20:32:53+00,1632,"Gower, Charles"
7500,Hit and Run,202000008210,1700,HYDRAULIC RD,CPD,2020/03/25 19:45:49+00,1545,"McKeown, Kaitlyn"
7501,Larceny - From Motor Vehicle,202000008209,300,BERRING ST,CPD,2020/03/25 19:43:52+00,1543,"Trammell, Ryan"
7502,Fraud-credit card,202080000022,500,W MAIN ST,CPD,2020/03/25 18:57:45+00,1457,"Moje, Ashley"
7503,Assault Simple,202000008205,200,E MAIN ST,CPD,2020/03/25 18:25:23+00,1425,"KEPLINGER, CHRISTOPHER"
7504,Larceny - From Motor Vehicle,202000008201,2100,BARRACKS RD,CPD,2020/03/25 17:01:57+00,1301,"McKeown, Kaitlyn"
7505,Burglary,202000008170,500,W MAIN ST,CPD,2020/03/25 05:55:12+00,0155,"Gower, Charles"
7506,Suspicious Activity,202000008160,300,E MAIN ST,CPD,2020/03/25 02:54:19+00,2254,"Joiner, Chaka"
7507,Suspicious Activity,202000008150,400,RIVERSIDE AVE,CPD,2020/03/24 22:42:34+00,1842,"Gower, Charles"
7508,Larceny - All Other,202000008142,,MORGAN CT / HUNTLEY AVE,CPD,2020/03/24 20:36:39+00,1636,"Smith, Daniel"
7509,Assault Aggravated,202000008135,500,"RIDGE ST, A",CPD,2020/03/24 18:46:00+00,1446,"KEPLINGER, CHRISTOPHER"
7510,Fraud-credit card,202000008134,1100,EMMET ST N,CPD,2020/03/24 18:42:44+00,1442,"McKeown, Kaitlyn"
7511,Suspicious Activity,202000008132,100,"MONTE VISTA AVE, B",CPD,2020/03/24 18:24:57+00,1424,"Hiner, Kim"
7512,Larceny - Shoplifitng,202000008131,1400,UNIVERSITY AVE,CPD,2020/03/24 18:16:04+00,1416,"FLURY, MICHAEL"
7513,Larceny - From Motor Vehicle,202000008125,1800,EASTVIEW ST,CPD,2020/03/24 16:05:44+00,1205,"Houchens, Jamell"
7514,Larceny - All Other,202000008124,100,W MARKET ST,CPD,2020/03/24 15:34:50+00,1134,"McKeown, Kaitlyn"
7515,Death Investigation - DOA,202000008121,500,"HARRIS RD, 112",CPD,2020/03/24 14:51:16+00,1051,"Curtis, David"
7516,Vandalism,202000008097,1600,MERIDIAN ST,CPD,2020/03/24 05:44:31+00,0144,"Boury, Bethany"
7517,Assist Citizen - Mental/TDO/ECO,202000008093,1600,"MERIDIAN ST, B4",CPD,2020/03/24 04:19:05+00,0019,"Harris, Frank"
7518,Larceny - Theft from Building,202000008059,2200,FONTAINE AVE,CPD,2020/03/23 20:04:28+00,1604,"Houchens, Jamell"
7519,Vandalism,202080000021,1800,YORKTOWN DR,CPD,2020/03/23 17:58:16+00,1358,"Handy, Russell"
7520,Misc - Non-Criminal Call,202000008053,200,RIDGE ST,CPD,2020/03/23 17:07:00+00,1307,"Turner, Devon"
7521,Assist Citizen - Mental/TDO/ECO,202000008021,1300,"CARLTON AVE, 110",CPD,2020/03/23 06:20:30+00,0220,"Boury, Bethany"
7522,Drug Equipment Violation,202000008003,1100,5TH ST SW,CPD,2020/03/22 22:18:24+00,1818,"Lowry, Ryan"
7523,Larceny - Of Veh Parts/Access,202000008002,1000,MILLMONT ST,CPD,2020/03/22 21:17:13+00,1717,"Burchardt, Rudy"
7524,Larceny - Theft from Building,202000008001,900,BING LN,CPD,2020/03/22 21:01:50+00,1701,"Lowry, Ryan"
7525,Lost/FoundProperty,202000007996,600,E MARKET ST,CPD,2020/03/22 20:31:50+00,1631,"Via, Ryan"
7526,Larceny - All Other,202000007993,1600,"MADISON AVE, A",CPD,2020/03/22 19:55:21+00,1555,"Burchardt, Rudy"
7527,Assault Simple,202000007983,800,HARDY DR,CPD,2020/03/22 14:49:53+00,1049,"Bowlin, Jacob"
7528,Suspicious Activity,202000007959,800,W MAIN ST,CPD,2020/03/22 08:02:32+00,0402,"Patel, Akash"
7529,Suspicious Activity,202000007955,,1ST ST S / LANKFORD AVE,CPD,2020/03/22 06:11:14+00,0211,"Patel, Akash"
7530,Assault Simple,202000007944,400,"4TH ST NW, 219",CPD,2020/03/22 03:36:29+00,2336,"Patel, Akash"
7531,Assist Citizen - Mental/TDO/ECO,202000007939,100,OLD LYNCHBURG RD,CPD,2020/03/22 02:26:21+00,2226,"Bise, Collin"
7532,Lost/FoundProperty,202080000020,,"JEFFERSON PARK AVE, Apt 19",CPD,2020/03/22 01:52:00+00,2152,"Handy, Russell"
7533,Runaway,202000007936,2300,ANGUS RD,CPD,2020/03/22 00:40:42+00,2040,"Burchardt, Rudy"
7534,Vandalism,202000007930,200,RIVERSIDE AVE,CPD,2020/03/21 22:15:30+00,1815,"Smith, Daniel"
7535,Burglary,202000007927,700,"PROSPECT AVE, C",CPD,2020/03/21 20:43:54+00,1643,"Gower, Charles"
7536,Larceny - Theft from Building,202000007925,1700,JEFFERSON PARK AVE,CPD,2020/03/21 19:56:51+00,1556,"McKeown, Kaitlyn"
7537,Larceny - Shoplifitng,202000007924,1800,MONTICELLO RD,CPD,2020/03/21 19:18:12+00,1518,"Lowry, Ryan"
7538,Larceny - Theft from Building,202000007921,200,9TH ST SW,CPD,2020/03/21 18:29:38+00,1429,"McKeown, Kaitlyn"
7539,Animal Complaint,202000007917,,PARK ST / NORTH AVE,CPD,2020/03/21 17:21:36+00,1321,"Davis, Charles"
7540,Drug Equipment Violation,202000007915,1800,"EMMET ST N, 320",CPD,2020/03/21 16:48:29+00,1248,"FLURY, MICHAEL"
7541,Vandalism,202000007904,1300,LESTER DR,CPD,2020/03/21 12:02:30+00,0802,"FLURY, MICHAEL"
7542,Larceny - All Other,202000007899,500,CHERRY AVE,CPD,2020/03/21 03:16:48+00,2316,"Pittman, Terry"
7543,Larceny - From Motor Vehicle,202000007891,1300,W MAIN ST,CPD,2020/03/21 00:29:01+00,2029,"Pittman, Terry"
7544,Assist Citizen - Mental/TDO/ECO,202000007874,200,E MAIN ST,CPD,2020/03/20 19:48:27+00,1548,"Shiflett, Tammy"
7545,Fraud-credit card,202000007861,2100,"ARLINGTON BLVD, 445A",CPD,2020/03/20 17:30:24+00,1330,"McKeown, Kaitlyn"
7546,Domestic Disturbance,202000007860,800,"HARDY DR, C",CPD,2020/03/20 17:17:05+00,1317,"HARPINE, MATTHEW"
7547,Fraud-wire fraud,202000007863,1000,"FOREST HILLS AVE, B",CPD,2020/03/20 17:14:33+00,1314,"Trammell, Ryan"
7548,Hit and Run,202000007857,1400,"MONTICELLO RD, 21",CPD,2020/03/20 16:58:26+00,1258,"Thomas, Eric"
7549,Misc - Non-Criminal Call,202000007843,600,E MARKET ST,CPD,2020/03/20 13:36:32+00,0936,"Lewis, Joey"
7550,Suspicious Activity,202000007841,1000,E MARKET ST,CPD,2020/03/20 13:24:58+00,0924,"Shiflett, Tammy"
7551,Assault Simple,202000007840,2100,BARRACKS RD,CPD,2020/03/20 11:24:49+00,0724,"Shiflett, Tammy"
7552,Sex Offense - Assault w/Object,202000007838,500,"STONEHENGE AVE, A",CPD,2020/03/20 09:41:59+00,0541,"Belinski, Thomas"
7553,Suspicious Activity,202000007823,1600,"GREEN ST, B",CPD,2020/03/20 02:23:07+00,2223,"Harris, Frank"
7554,Driving Under the Influence,202000007811,1100,EMMET ST N,CPD,2020/03/19 23:26:28+00,1926,"Jaeger, Jeffrey"
7555,Vandalism,202000007803,4000,CITY WALK WAY,CPD,2020/03/19 20:08:56+00,1608,"Bowers, Justin"
7556,Fraud-false pretense,202000007802,1300,POPLAR ST,CPD,2020/03/19 19:13:50+00,1513,"McKeown, Kaitlyn"
7557,Vandalism,202000007801,1400,"JOHN ST, 2F",CPD,2020/03/19 18:47:57+00,1447,"Trammell, Ryan"
7558,Shots Fired/Illegal Hunting,202000007797,,14TH ST NW / VIRGINIA AVE,CPD,2020/03/19 17:44:44+00,1344,"TRAVERS, JOSHUA"
7559,Motor Vehicle Theft,202000007796,800,"W MAIN ST, 631",CPD,2020/03/19 17:37:55+00,1337,"Hounsel, Eli"
7560,Assault Simple,202000007786,200,W MAIN ST,CPD,2020/03/19 16:21:23+00,1221,"Pendleton, Eric"
7561,Disorderly Conduct,202000007783,200,RIDGE MCINTIRE RD,CPD,2020/03/19 16:15:27+00,1215,"Hounsel, Eli"
7562,Vandalism,202000007780,1400,MELBOURNE RD,CPD,2020/03/19 15:51:03+00,1151,"McKeown, Kaitlyn"
7563,Fraud-false pretense,202000007777,200,14TH ST NW,CPD,2020/03/19 13:48:00+00,0948,"McKeown, Kaitlyn"
7564,Suspicious Activity,202000007775,700,CYNTHIANNA AVE,CPD,2020/03/19 13:11:32+00,0911,"Hiner, Kim"
7565,Hit and Run,202000007774,2100,IVY RD,CPD,2020/03/19 12:46:58+00,0846,"McKeown, Kaitlyn"
7566,Burglary,202000007762,800,"W MAIN ST, 104",CPD,2020/03/19 05:50:57+00,0150,"Samar, Jack"
7567,Drug/Narcotics Violation,202000007747,900,EMMET ST N,CPD,2020/03/19 02:59:08+00,2259,"Huber, Christopher"
7568,Suspicious Activity,202000007727,100,MADISON LN,CPD,2020/03/18 20:42:59+00,1642,"Jaeger, Jeffrey"
7569,Suspicious Activity,202000007714,400,"GARRETT ST, A",CPD,2020/03/18 17:20:49+00,1320,"Hamill, Annmarie"
7570,Accident w/Injuries,202000007711,1200,W MAIN ST,CPD,2020/03/18 17:07:32+00,1307,"Sandridge, Jeffrey"
7571,Domestic Disturbance,202000007697,300,9TH ST SW,CPD,2020/03/18 11:51:05+00,0751,"Thomas, Eric"
7572,Fraud-impersonation,202080000019,800,BOLLING AVE,CPD,2020/03/18 10:12:02+00,0612,"Stayments, Lisa"
7573,Larceny - From Motor Vehicle,202000007688,1000,PAGE ST,CPD,2020/03/18 06:38:07+00,0238,"Samar, Jack"
7574,Disorderly Conduct,202000007659,,MONTICELLO AVE / QUARRY RD,CPD,2020/03/17 23:03:23+00,1903,"Patel, Akash"
7575,Assist Citizen - Mental/TDO/ECO,202000007651,1400,EARLY ST,CPD,2020/03/17 19:45:41+00,1545,"Haug, Ian"
7576,Vandalism,202000007644,800,CHERRY AVE,CPD,2020/03/17 18:21:12+00,1421,"Nash, Darius"
7577,Suspicious Activity,202000007643,100,HARTFORD CT,CPD,2020/03/17 18:09:20+00,1409,"McKeown, Kaitlyn"
7578,Larceny - Shoplifitng,202000007619,2100,BARRACKS RD,CPD,2020/03/17 13:04:53+00,0904,"Mooney, James "
7579,Drug/Narcotics Violation,202000007604,,GARRETT ST / GLEASON ST,CPD,2020/03/17 05:06:51+00,0106,"Harris, Frank"
7580,Burglary,202000007582,2100,"MICHIE DR, 49",CPD,2020/03/17 01:11:43+00,2111,"Holley, Barrett"
7581,Domestic Disturbance,202000007574,700,"PROSPECT AVE, C",CPD,2020/03/16 22:40:57+00,1840,"Via, Ryan"
7582,Larceny - Theft from Building,202080000018,800,W MAIN ST,CPD,2020/03/16 22:39:39+00,1839,"Stayments, Lisa"
7583,Disorderly Conduct,202000007573,500,CAROLINE AVE,CPD,2020/03/16 22:22:47+00,1822,"Patel, Akash"
7584,Death Investigation - DOA,202000007568,500,"HARRIS RD, 133",CPD,2020/03/16 21:27:11+00,1727,"Holley, Barrett"
7585,Lost/FoundProperty,202000007555,2100,"MICHIE DR, 17",CPD,2020/03/16 17:20:56+00,1320,"Trammell, Ryan"
7586,Disorderly Conduct,202000007538,700,"PROSPECT AVE, E",CPD,2020/03/16 12:52:29+00,0852,"McKeown, Kaitlyn"
7587,Lost/FoundProperty,202000007526,700,CHERRY AVE,CPD,2020/03/16 07:12:53+00,0312,"Smith, Daniel"
7588,Assault Simple,202000007501,2000,"HOLIDAY DR, 355",CPD,2020/03/16 01:24:17+00,2124,"Burchardt, Rudy"
7589,Assist Citizen - Mental/TDO/ECO,202000007491,400,CHERRY AVE,CPD,2020/03/15 23:59:50+00,1959,"Chan, William"
7590,Lost/FoundProperty,202080000017,,PRESTON AVE/HARRIS ST,CPD,2020/03/15 23:48:00+00,1948,
7591,Larceny - Theft from Building,202080000016,2400,"FONTAINE AVE, B",CPD,2020/03/15 20:27:44+00,1627,"Stayments, Lisa"
7592,Death Investigation - DOA,202000007475,900,KING ST,CPD,2020/03/15 19:50:32+00,1550,"Lee, Chandler"
7593,Lost/FoundProperty,202000007469,600,E MARKET ST,CPD,2020/03/15 18:43:22+00,1443,"Kirby, Braden"
7594,Fraud-credit card,202000007468,1200,"CARLTON AVE, 1",CPD,2020/03/15 18:23:24+00,1423,"Reed, Patrick"
7595,Suspicious Person,202000007456,300,"15TH ST NW, 4022",CPD,2020/03/15 16:11:59+00,1211,"Lucas, Corbin"
7596,Hit and Run,202000007455,100,GOODMAN ST,CPD,2020/03/15 15:35:00+00,1135,"Reed, Patrick"
7597,Burglary,202000007449,800,ESTES ST,CPD,2020/03/15 13:56:32+00,0956,"KEPLINGER, CHRISTOPHER"
7598,Motor Vehicle Theft,202000007445,1500,VIRGINIA AVE,CPD,2020/03/15 13:04:16+00,0904,"Lucas, Corbin"
7599,Phone Calls - Threat or Obscene,202000007441,600,E MARKET ST,CPD,2020/03/15 06:58:39+00,0258,"Lowry, Ryan"
7600,Vandalism,202000007440,400,E MAIN ST,CPD,2020/03/15 06:21:39+00,0221,"Lowry, Ryan"
7601,Assault Simple,202000007435,800,"HARDY DR, D",CPD,2020/03/15 05:14:43+00,0114,"Blackwell, Kyle"
7602,Vandalism,202000007427,1400,"CHESAPEAKE ST, A",CPD,2020/03/15 04:31:33+00,0031,"Tennyson, James"
7603,Suspicious Activity,202000007426,2000,HOLIDAY DR,CPD,2020/03/15 04:16:24+00,0016,"Joiner, Chaka"
7604,Assault Simple,202000007397,700,ROCKLAND AVE,CPD,2020/03/14 23:50:26+00,1950,"Bowers, Justin"
7605,Animal Complaint,202000007386,200,RUGBY RD,CPD,2020/03/14 22:09:51+00,1809,"Jaeger, Jeffrey"
7606,Animal Complaint,202000007387,1100,RIVER CT,CPD,2020/03/14 21:20:35+00,1720,"Gower, Charles"
7607,Disorderly Conduct,202000007379,1000,LONG ST,CPD,2020/03/14 21:10:54+00,1710,"Haug, Ian"
7608,Larceny - Shoplifitng,202000007372,200,E MAIN ST,CPD,2020/03/14 19:56:20+00,1556,"KEPLINGER, CHRISTOPHER"
7609,Robbery - Strong Arm,202000007371,,2ND ST SE / E SOUTH ST,CPD,2020/03/14 19:38:25+00,1538,"Reed, Patrick"
7610,Fraud-credit card,202080000015,900,BING LN,CPD,2020/03/14 19:37:46+00,1537,"Stayments, Lisa"
7611,Trespass,202000007368,500,LEXINGTON AVE,CPD,2020/03/14 17:39:32+00,1339,"Lucas, Corbin"
7612,Drug/Narcotics Violation,202000007349,200,9TH ST SW,CPD,2020/03/14 13:47:53+00,0947,"Thomas, Eric"
7613,Driving Under the Influence,202000007340,2300,JEFFERSON PARK AVE,CPD,2020/03/14 10:17:30+00,0617,"Joiner, Chaka"
7614,Assault Aggravated,202000007325,500,2ND ST SE,CPD,2020/03/14 05:10:41+00,0110,"Harris, Frank"
7615,Suspicious Activity,202000007322,100,MINOR COURT LN,CPD,2020/03/14 04:18:29+00,0018,"Jaeger, Jeffrey"
7616,Hit and Run,202000007320,2200,FONTAINE AVE,CPD,2020/03/14 04:06:44+00,0006,"Morris, William "
7617,Assist Citizen - Mental/TDO/ECO,202000007309,100,BURNET ST,CPD,2020/03/14 01:24:21+00,2124,"Bowers, Justin"
7618,Lost/FoundProperty,202000007297,800,E JEFFERSON ST,CPD,2020/03/13 22:18:09+00,1818,"Holley, Barrett"
7619,Hit and Run,202000007285,1000,BELMONT AVE,CPD,2020/03/13 20:13:20+00,1613,"HARPINE, MATTHEW"
7620,Suspicious Activity,202000007276,200,14TH ST NW,CPD,2020/03/13 18:21:43+00,1421,"TRAVERS, JOSHUA"
7621,Suspicious Activity,202000007268,200,ZAN RD,CPD,2020/03/13 16:58:23+00,1258,"Boury, Bethany"
7622,Larceny - From Motor Vehicle,202000007271,700,PAGE ST,CPD,2020/03/13 16:49:05+00,1249,"Hounsel, Eli"
7623,Lost/FoundProperty,202000007249,800,W MAIN ST,CPD,2020/03/13 12:50:47+00,0850,"Hounsel, Eli"
7624,Lost/FoundProperty,202000007241,100,14TH ST NW,CPD,2020/03/13 09:16:29+00,0516,"Samar, Jack"
7625,Assault Aggravated,202000007239,100,"LANKFORD AVE, 2",CPD,2020/03/13 07:36:20+00,0336,"Harris, Frank"
7626,Assist Citizen - Mental/TDO/ECO,202000007234,100,GILDERSLEEVE WOOD,CPD,2020/03/13 05:02:40+00,0102,"Harris, Frank"
7627,Weapons Violations,202000007226,400,GARRETT ST,CPD,2020/03/13 03:13:23+00,2313,"Bowers, Justin"
7628,Larceny - Theft from Building,202000007199,1500,DAIRY RD,CPD,2020/03/12 20:42:03+00,1642,"Pendleton, Eric"
7629,Accident Private Property,202000007192,1900,ARLINGTON BLVD,CPD,2020/03/12 19:51:14+00,1551,"Gower, Charles"
7630,Drug/Narcotics Violation,202000007191,200,8TH ST NW,CPD,2020/03/12 19:15:08+00,1515,"Boury, Bethany"
7631,Larceny - From Motor Vehicle,202000007185,1500,6TH ST SE,CPD,2020/03/12 17:57:23+00,1357,"HARPINE, MATTHEW"
7632,Phone Calls - Threat or Obscene,202000007173,600,E MARKET ST,CPD,2020/03/12 15:54:25+00,1154,"McKeown, Kaitlyn"
7633,Suspicious Activity,202000007171,1700,GRADY AVE,CPD,2020/03/12 15:32:36+00,1132,"Pendleton, Eric"
7634,Stolen Property Offenses,202000007166,1300,E MARKET ST,CPD,2020/03/12 14:59:57+00,1059,"Jaeger, Jeffrey"
7635,Assault Aggravated,202000007143,900,"1ST ST S, B",CPD,2020/03/12 07:18:02+00,0318,"Harris, Frank"
7636,Assault Simple,202000007113,500,ELLIOTT AVE,CPD,2020/03/11 21:57:06+00,1757,"Bowers, Justin"
7637,Larceny - Shoplifitng,202000007103,500,W MAIN ST,CPD,2020/03/11 20:29:38+00,1629,"Pittman, Terry"
7638,Hit and Run,202000007097,1000,"CHERRY AVE, A",CPD,2020/03/11 19:22:53+00,1522,"Pittman, Terry"
7639,Larceny - From Motor Vehicle,202000007090,100,OLINDA DR,CPD,2020/03/11 17:22:53+00,1322,"Trammell, Ryan"
7640,Motor Vehicle Theft,202000007082,,4TH ST SE / E MAIN ST,CPD,2020/03/11 15:44:40+00,1144,"Hounsel, Eli"
7641,Juvenile Investigation,202000007081,1300,LONG ST,CPD,2020/03/11 15:24:00+00,1124,"Pendleton, Eric"
7642,Disorderly Conduct,202000007078,100,OLD LYNCHBURG RD,CPD,2020/03/11 14:35:09+00,1035,"Lucas, Todd"
7643,Larceny - All Other,202000007066,1100,RIVER RD,CPD,2020/03/11 11:30:40+00,0730,"Boury, Bethany"
7644,Suspicious Activity,202000007023,500,E MAIN ST,CPD,2020/03/10 23:52:17+00,1952,"McKeown, Kaitlyn"
7645,Vandalism,202000007022,100,2ND ST SW,CPD,2020/03/10 23:16:12+00,1916,"Holley, Barrett"
7646,Larceny - Theft from Building,202080000014,,MELBOURNE RD,CPD,2020/03/10 23:00:43+00,1900,"Stayments, Lisa"
7647,Larceny - Shoplifitng,202000007016,900,EMMET ST N,CPD,2020/03/10 22:30:03+00,1830,"Babij, Joshua"
7648,Fraud-impersonation,202080000013,1300,RUGBY RD,CPD,2020/03/10 22:25:13+00,1825,"Stayments, Lisa"
7649,Suspicious Activity,202000007015,600,E MARKET ST,CPD,2020/03/10 22:08:09+00,1808,"McKeown, Kaitlyn"
7650,Hit and Run,202000007002,300,10TH ST NW,CPD,2020/03/10 18:50:55+00,1450,"Lucas, Corbin"
7651,Harassment,202000006987,500,ROCKLAND AVE,CPD,2020/03/10 17:04:54+00,1304,"McKeown, Kaitlyn"
7652,Runaway,202000006985,2300,ANGUS RD,CPD,2020/03/10 16:49:24+00,1249,"Green, Bryan"
7653,Weapons Violations,202000006972,900,"RIVES ST, B",CPD,2020/03/10 14:06:27+00,1006,"McKeown, Kaitlyn"
7654,Hit and Run,202000006973,1200,GRADY AVE,CPD,2020/03/10 13:57:50+00,0957,"Burnett, James"
7655,Accident w/Injuries,202000006970,400,EMMET ST S,CPD,2020/03/10 12:54:57+00,0854,"Sandridge, Jeffrey"
7656,Assist Citizen - Mental/TDO/ECO,202000006968,2200,"ANGUS RD, 21",CPD,2020/03/10 10:37:50+00,0637,"Jones, Mark"
7657,Unauthorized Use of Motor Veh,202000006964,1400,SHORT 18TH ST,CPD,2020/03/10 06:40:23+00,0240,"Smith, Daniel"
7658,Assault Simple,202000006947,1500,ROSA TER,CPD,2020/03/10 02:49:29+00,2249,"Lowry, Ryan"
7659,Larceny - Shoplifitng,202000006942,500,W MAIN ST,CPD,2020/03/10 00:26:05+00,2026,"Babij, Joshua"
7660,Larceny - Shoplifitng,202000006936,1100,EMMET ST N,CPD,2020/03/09 23:12:50+00,1912,"Patel, Akash"
7661,Larceny - All Other,202000006913,400,"GARRETT ST, A",CPD,2020/03/09 19:19:18+00,1519,"Trammell, Ryan"
7662,Vandalism,202000006905,100,BUCKINGHAM RD,CPD,2020/03/09 18:17:24+00,1417,"Kirby, Braden"
7663,Lost/FoundProperty,202000006903,600,E MARKET ST,CPD,2020/03/09 17:59:57+00,1359,"Newton, Arla"
7664,Larceny - From Motor Vehicle,202000006900,,9TH ST SW / CHERRY AVE,CPD,2020/03/09 17:38:41+00,1338,"Trammell, Ryan"
7665,Assault Simple,202000006894,1200,MONTICELLO RD,CPD,2020/03/09 16:19:30+00,1219,"McKeown, Kaitlyn"
7666,Assault Simple,202000006892,,W MARKET ST / 1ST ST N,CPD,2020/03/09 16:15:35+00,1215,"Green, Bryan"
7667,Vandalism,202000006880,500,HARRIS RD,CPD,2020/03/09 14:48:58+00,1048,"Pendleton, Eric"
7668,Accident w/Injuries,202000006874,400,PRESTON AVE,CPD,2020/03/09 14:08:43+00,1008,"KEPLINGER, CHRISTOPHER"
7669,Vandalism,202000006869,800,"HARDY DR, A",CPD,2020/03/09 13:45:33+00,0945,"Stein, Nathan"
7670,Assault Simple,202000006868,1500,DAIRY RD,CPD,2020/03/09 13:25:16+00,0925,"Pendleton, Eric"
7671,Family Offense - Non-Violent,202000006864,1000,BELMONT AVE,CPD,2020/03/09 12:28:28+00,0828,"Pendleton, Eric"
7672,Vandalism,202000006857,600,W MAIN ST,CPD,2020/03/09 10:00:04+00,0600,"Smith, Daniel"
7673,Assist Citizen - Mental/TDO/ECO,202000006853,800,5TH ST SW,CPD,2020/03/09 06:49:47+00,0249,"Lowry, Ryan"
7674,Hit and Run,202000006842,700,WALKER SQ,CPD,2020/03/09 03:40:24+00,2340,"Smith, Daniel"
7675,Hit and Run,202000006828,1800,HYDRAULIC RD,CPD,2020/03/09 01:39:07+00,2139,"Burchardt, Rudy"
7676,Hit and Run,202000006824,1100,6TH ST SE,CPD,2020/03/09 01:14:45+00,2114,"Bowers, Justin"
7677,Domestic Disturbance,202000006818,1300,FRANCIS FIFE WAY,CPD,2020/03/09 00:14:45+00,2014,"Haug, Ian"
7678,Assault Intimidation,202000006816,800,"HARDY DR, A",CPD,2020/03/08 23:45:04+00,1945,"Patel, Akash"
7679,Assault Intimidation,202000006803,600,HINTON AVE,CPD,2020/03/08 19:50:14+00,1550,"Bowers, Justin"
7680,Death Investigation - DOA,202000006801,2300,CRESTMONT AVE,CPD,2020/03/08 19:41:54+00,1541,"Holley, Barrett"
7681,Motor Vehicle Theft,202000006797,1000,MONTICELLO RD,CPD,2020/03/08 19:18:49+00,1518,"Bowers, Justin"
7682,Assault Simple,202000006783,900,"ELLIOTT AVE, A",CPD,2020/03/08 15:23:55+00,1123,"Chan, William"
7683,Larceny - Shoplifitng,202000006777,1400,UNIVERSITY AVE,CPD,2020/03/08 13:41:42+00,0941,"KEPLINGER, CHRISTOPHER"
