X,Y,OBJECTID,geo_MAT_Status,geo_MAT_ST_NUMBER,geo_MAT_PREDIR,geo_MAT_ST_NAME,geo_MAT_SUFFIX,geo_MAT_POSTDIR,centroid_BUILD_STREET,unit,address,geo_MAT_MasterAddressID
-78.5190346365359,38.0191230512006,10474249,,305, ,HUNTLEY,AVE, ,HUNTLEY AVE,,305 HUNTLEY AVE,104619
-78.5192946540995,38.0193775331083,10474250,,306, ,HUNTLEY,AVE, ,HUNTLEY AVE,,306 HUNTLEY AVE,104620
-78.5189842649484,38.0192460344972,10474251,,307, ,HUNTLEY,AVE, ,HUNTLEY AVE,,307 HUNTLEY AVE,104621
-78.5106891712803,38.0163043563196,10474252,,100, ,OAK LAWN,DR, ,OAK LAWN DR,,100 OAK LAWN DR,104622
-78.4607809953648,38.0415622850034,10474253,,1029, ,MARTIN,ST, ,MARTIN ST,,1029 MARTIN ST,104623
-78.4885010417391,38.0523410648142,10474254,,1421, ,DAIRY,RD, ,DAIRY RD,,1421 DAIRY RD,104624
-78.4748115382232,38.0245318976252,10474255,,232, ,DOUGLAS,AVE, ,DOUGLAS AVE,A,232 DOUGLAS AVE #A,104625
-78.5103774713839,38.0158160651468,10474256,,104, ,OAK LAWN,CT, ,OAK LAWN CT,,104 OAK LAWN CT,104626
-78.4990800001561,38.018141466434,10474257,,104, ,HURST,LN, ,HURST LN,204,104 HURST LN #204,104890
-78.4990800001561,38.018141466434,10474258,,104, ,HURST,LN, ,HURST LN,205,104 HURST LN #205,104891
-78.4990800001561,38.018141466434,10474259,,104, ,HURST,LN, ,HURST LN,206,104 HURST LN #206,104892
-78.4990800001561,38.018141466434,10474260,,104, ,HURST,LN, ,HURST LN,207,104 HURST LN #207,104893
-78.4990800001561,38.018141466434,10474261,,104, ,HURST,LN, ,HURST LN,208,104 HURST LN #208,104894
-78.4990800001561,38.018141466434,10474262,,104, ,HURST,LN, ,HURST LN,209,104 HURST LN #209,104895
-78.4990800001561,38.018141466434,10474263,,104, ,HURST,LN, ,HURST LN,210,104 HURST LN #210,104896
-78.4990800001561,38.018141466434,10474264,,104, ,HURST,LN, ,HURST LN,301,104 HURST LN #301,104897
-78.4990800001561,38.018141466434,10474265,,104, ,HURST,LN, ,HURST LN,302,104 HURST LN #302,104898
-78.4990800001561,38.018141466434,10474266,,104, ,HURST,LN, ,HURST LN,303,104 HURST LN #303,104899
-78.4990800001561,38.018141466434,10474267,,104, ,HURST,LN, ,HURST LN,304,104 HURST LN #304,104900
-78.4990800001561,38.018141466434,10474268,,104, ,HURST,LN, ,HURST LN,305,104 HURST LN #305,104901
-78.4990800001561,38.018141466434,10474269,,104, ,HURST,LN, ,HURST LN,306,104 HURST LN #306,104902
-78.4990800001561,38.018141466434,10474270,,104, ,HURST,LN, ,HURST LN,307,104 HURST LN #307,104903
-78.4990800001561,38.018141466434,10474271,,104, ,HURST,LN, ,HURST LN,308,104 HURST LN #308,104904
-78.4990800001561,38.018141466434,10474272,,104, ,HURST,LN, ,HURST LN,309,104 HURST LN #309,104905
-78.4990800001561,38.018141466434,10474273,,104, ,HURST,LN, ,HURST LN,310,104 HURST LN #310,104906
-78.4992886264737,38.0185925962362,10474274,,120, ,WITTON,CT, ,WITTON CT,004,120 WITTON CT #004,104907
-78.4992886264737,38.0185925962362,10474275,,120, ,WITTON,CT, ,WITTON CT,005,120 WITTON CT #005,104908
-78.4992886264737,38.0185925962362,10474276,,120, ,WITTON,CT, ,WITTON CT,009,120 WITTON CT #009,104909
-78.4992886264737,38.0185925962362,10474277,,120, ,WITTON,CT, ,WITTON CT,010,120 WITTON CT #010,104910
-78.4992886264737,38.0185925962362,10474278,,120, ,WITTON,CT, ,WITTON CT,101,120 WITTON CT #101,104911
-78.4992886264737,38.0185925962362,10474279,,120, ,WITTON,CT, ,WITTON CT,102,120 WITTON CT #102,104912
-78.4992886264737,38.0185925962362,10474280,,120, ,WITTON,CT, ,WITTON CT,103,120 WITTON CT #103,104913
-78.4992886264737,38.0185925962362,10474281,,120, ,WITTON,CT, ,WITTON CT,104,120 WITTON CT #104,104914
-78.4992886264737,38.0185925962362,10474282,,120, ,WITTON,CT, ,WITTON CT,105,120 WITTON CT #105,104915
-78.4992886264737,38.0185925962362,10474283,,120, ,WITTON,CT, ,WITTON CT,106,120 WITTON CT #106,104916
-78.4992886264737,38.0185925962362,10474284,,120, ,WITTON,CT, ,WITTON CT,107,120 WITTON CT #107,104917
-78.4992886264737,38.0185925962362,10474285,,120, ,WITTON,CT, ,WITTON CT,108,120 WITTON CT #108,104918
-78.4992886264737,38.0185925962362,10474286,,120, ,WITTON,CT, ,WITTON CT,109,120 WITTON CT #109,104919
-78.4992886264737,38.0185925962362,10474287,,120, ,WITTON,CT, ,WITTON CT,110,120 WITTON CT #110,104920
-78.4992886264737,38.0185925962362,10474288,,120, ,WITTON,CT, ,WITTON CT,201,120 WITTON CT #201,104921
-78.4992886264737,38.0185925962362,10474289,,120, ,WITTON,CT, ,WITTON CT,202,120 WITTON CT #202,104922
-78.4992886264737,38.0185925962362,10474290,,120, ,WITTON,CT, ,WITTON CT,203,120 WITTON CT #203,104923
-78.4992886264737,38.0185925962362,10474291,,120, ,WITTON,CT, ,WITTON CT,204,120 WITTON CT #204,104924
-78.4992886264737,38.0185925962362,10474292,,120, ,WITTON,CT, ,WITTON CT,205,120 WITTON CT #205,104925
-78.4992886264737,38.0185925962362,10474293,,120, ,WITTON,CT, ,WITTON CT,206,120 WITTON CT #206,104926
-78.4992886264737,38.0185925962362,10474294,,120, ,WITTON,CT, ,WITTON CT,207,120 WITTON CT #207,104927
-78.4992886264737,38.0185925962362,10474295,,120, ,WITTON,CT, ,WITTON CT,208,120 WITTON CT #208,104928
-78.4992886264737,38.0185925962362,10474296,,120, ,WITTON,CT, ,WITTON CT,209,120 WITTON CT #209,104929
-78.4992886264737,38.0185925962362,10474297,,120, ,WITTON,CT, ,WITTON CT,210,120 WITTON CT #210,104930
-78.4992886264737,38.0185925962362,10474298,,120, ,WITTON,CT, ,WITTON CT,301,120 WITTON CT #301,104931
-78.4992886264737,38.0185925962362,10474299,,120, ,WITTON,CT, ,WITTON CT,302,120 WITTON CT #302,104932
-78.4934141771314,38.0326654260979,10474300,,853,W,MAIN,ST, ,W MAIN ST,407,853 W MAIN ST #407,105196
-78.4934141771314,38.0326654260979,10474301,,853,W,MAIN,ST, ,W MAIN ST,408,853 W MAIN ST #408,105197
-78.4934141771314,38.0326654260979,10474302,,853,W,MAIN,ST, ,W MAIN ST,409,853 W MAIN ST #409,105198
-78.4934141771314,38.0326654260979,10474303,,853,W,MAIN,ST, ,W MAIN ST,410,853 W MAIN ST #410,105199
-78.4934141771314,38.0326654260979,10474304,,853,W,MAIN,ST, ,W MAIN ST,411,853 W MAIN ST #411,105200
-78.4934141771314,38.0326654260979,10474305,,853,W,MAIN,ST, ,W MAIN ST,412,853 W MAIN ST #412,105201
-78.4934141771314,38.0326654260979,10474306,,853,W,MAIN,ST, ,W MAIN ST,413,853 W MAIN ST #413,105202
-78.4934141771314,38.0326654260979,10474307,,853,W,MAIN,ST, ,W MAIN ST,414,853 W MAIN ST #414,105203
-78.4934141771314,38.0326654260979,10474308,,853,W,MAIN,ST, ,W MAIN ST,415,853 W MAIN ST #415,105204
-78.4934141771314,38.0326654260979,10474309,,853,W,MAIN,ST, ,W MAIN ST,416,853 W MAIN ST #416,105205
-78.4934141771314,38.0326654260979,10474310,,853,W,MAIN,ST, ,W MAIN ST,417,853 W MAIN ST #417,105206
-78.4934141771314,38.0326654260979,10474311,,853,W,MAIN,ST, ,W MAIN ST,418,853 W MAIN ST #418,105207
-78.4934141771314,38.0326654260979,10474312,,853,W,MAIN,ST, ,W MAIN ST,419,853 W MAIN ST #419,105208
-78.4934141771314,38.0326654260979,10474313,,853,W,MAIN,ST, ,W MAIN ST,420,853 W MAIN ST #420,105209
-78.4934141771314,38.0326654260979,10474314,,853,W,MAIN,ST, ,W MAIN ST,421,853 W MAIN ST #421,105210
-78.4934141771314,38.0326654260979,10474315,,853,W,MAIN,ST, ,W MAIN ST,422,853 W MAIN ST #422,105211
-78.4934141771314,38.0326654260979,10474316,,853,W,MAIN,ST, ,W MAIN ST,423,853 W MAIN ST #423,105212
-78.4934141771314,38.0326654260979,10474317,,853,W,MAIN,ST, ,W MAIN ST,424,853 W MAIN ST #424,105213
-78.4934141771314,38.0326654260979,10474318,,853,W,MAIN,ST, ,W MAIN ST,425,853 W MAIN ST #425,105214
-78.4934141771314,38.0326654260979,10474319,,853,W,MAIN,ST, ,W MAIN ST,426,853 W MAIN ST #426,105215
-78.4934141771314,38.0326654260979,10474320,,853,W,MAIN,ST, ,W MAIN ST,427,853 W MAIN ST #427,105216
-78.4934141771314,38.0326654260979,10474321,,853,W,MAIN,ST, ,W MAIN ST,428,853 W MAIN ST #428,105217
-78.4934141771314,38.0326654260979,10474322,,853,W,MAIN,ST, ,W MAIN ST,429,853 W MAIN ST #429,105218
-78.4934141771314,38.0326654260979,10474323,,853,W,MAIN,ST, ,W MAIN ST,430,853 W MAIN ST #430,105219
-78.4934141771314,38.0326654260979,10474324,,853,W,MAIN,ST, ,W MAIN ST,431,853 W MAIN ST #431,105220
-78.4934141771314,38.0326654260979,10474325,,853,W,MAIN,ST, ,W MAIN ST,432,853 W MAIN ST #432,105221
-78.4934141771314,38.0326654260979,10474326,,853,W,MAIN,ST, ,W MAIN ST,433,853 W MAIN ST #433,105222
-78.4934141771314,38.0326654260979,10474327,,853,W,MAIN,ST, ,W MAIN ST,434,853 W MAIN ST #434,105223
-78.4934141771314,38.0326654260979,10474328,,853,W,MAIN,ST, ,W MAIN ST,435,853 W MAIN ST #435,105224
-78.4934141771314,38.0326654260979,10474329,,853,W,MAIN,ST, ,W MAIN ST,436,853 W MAIN ST #436,105225
-78.4934141771314,38.0326654260979,10474330,,853,W,MAIN,ST, ,W MAIN ST,437,853 W MAIN ST #437,105226
-78.4934141771314,38.0326654260979,10474331,,853,W,MAIN,ST, ,W MAIN ST,438,853 W MAIN ST #438,105227
-78.4934141771314,38.0326654260979,10474332,,853,W,MAIN,ST, ,W MAIN ST,439,853 W MAIN ST #439,105228
-78.4934141771314,38.0326654260979,10474333,,853,W,MAIN,ST, ,W MAIN ST,440,853 W MAIN ST #440,105229
-78.4934141771314,38.0326654260979,10474334,,853,W,MAIN,ST, ,W MAIN ST,501,853 W MAIN ST #501,105230
-78.4934141771314,38.0326654260979,10474335,,853,W,MAIN,ST, ,W MAIN ST,502,853 W MAIN ST #502,105231
-78.4934141771314,38.0326654260979,10474336,,853,W,MAIN,ST, ,W MAIN ST,503,853 W MAIN ST #503,105232
-78.4934141771314,38.0326654260979,10474337,,853,W,MAIN,ST, ,W MAIN ST,504,853 W MAIN ST #504,105233
-78.4934141771314,38.0326654260979,10474338,,853,W,MAIN,ST, ,W MAIN ST,505,853 W MAIN ST #505,105234
-78.4934141771314,38.0326654260979,10474339,,853,W,MAIN,ST, ,W MAIN ST,506,853 W MAIN ST #506,105235
-78.4934141771314,38.0326654260979,10474340,,853,W,MAIN,ST, ,W MAIN ST,507,853 W MAIN ST #507,105236
-78.4934141771314,38.0326654260979,10474341,,853,W,MAIN,ST, ,W MAIN ST,508,853 W MAIN ST #508,105237
-78.4934141771314,38.0326654260979,10474342,,853,W,MAIN,ST, ,W MAIN ST,509,853 W MAIN ST #509,105238
-78.4934141771314,38.0326654260979,10474343,,853,W,MAIN,ST, ,W MAIN ST,510,853 W MAIN ST #510,105239
-78.5075262248939,38.0122248358218,10474344,,143, ,LONGWOOD,DR, ,LONGWOOD DR, ,143 LONGWOOD DR,105020
-78.5075238547219,38.0121745186861,10474345,,145, ,LONGWOOD,DR, ,LONGWOOD DR, ,145 LONGWOOD DR,105021
-78.5074325701,38.0120835972493,10474346,,151, ,LONGWOOD,DR, ,LONGWOOD DR, ,151 LONGWOOD DR,105022
-78.5073705653752,38.0120859570025,10474347,,153, ,LONGWOOD,DR, ,LONGWOOD DR, ,153 LONGWOOD DR,105023
-78.5073219546603,38.0121052631096,10474348,,155, ,LONGWOOD,DR, ,LONGWOOD DR, ,155 LONGWOOD DR,105024
-78.5072971016495,38.0121098584239,10474349,,157, ,LONGWOOD,DR, ,LONGWOOD DR, ,157 LONGWOOD DR,105025
-78.5072926059524,38.0120741201003,10474350,,156, ,LONGWOOD,DR, ,LONGWOOD DR, ,156 LONGWOOD DR,105026
-78.5072323133183,38.0120239776578,10474351,,154, ,LONGWOOD,DR, ,LONGWOOD DR, ,154 LONGWOOD DR,105027
-78.507208860854,38.0119923027265,10474352,,152, ,LONGWOOD,DR, ,LONGWOOD DR, ,152 LONGWOOD DR,105028
-78.5071880416407,38.0119425921116,10474353,,150, ,LONGWOOD,DR, ,LONGWOOD DR, ,150 LONGWOOD DR,105029
-78.5071025268026,38.0119996597122,10474354,,144, ,LONGWOOD,DR, ,LONGWOOD DR, ,144 LONGWOOD DR,105030
-78.5070713888797,38.0120360199947,10474355,,142, ,LONGWOOD,DR, ,LONGWOOD DR, ,142 LONGWOOD DR,105031
-78.5070245539824,38.0120981925541,10474356,,140, ,LONGWOOD,DR, ,LONGWOOD DR, ,140 LONGWOOD DR,105032
-78.5069774059003,38.0121607750307,10474357,,138, ,LONGWOOD,DR, ,LONGWOOD DR, ,138 LONGWOOD DR,105033
-78.50693525199,38.0121973926815,10474358,,136, ,LONGWOOD,DR, ,LONGWOOD DR, ,136 LONGWOOD DR,105034
-78.5068544192101,38.0122438289703,10474359,,134, ,LONGWOOD,DR, ,LONGWOOD DR, ,134 LONGWOOD DR,105035
-78.5068239406839,38.0122835306593,10474360,,132, ,LONGWOOD,DR, ,LONGWOOD DR, ,132 LONGWOOD DR,105036
-78.4666550645821,38.0202539125377,10474361,,1429, ,MIDLAND,ST, ,MIDLAND ST, ,1429 MIDLAND ST,105037
-78.4667246326606,38.0202893037751,10474362,,1427, ,MIDLAND,ST, ,MIDLAND ST, ,1427 MIDLAND ST,105038
-78.4814060878242,38.022514815948,10474363,,613, ,MONTROSE,AVE, ,MONTROSE AVE, ,613 MONTROSE AVE,105039
-78.5189208526561,38.0194727280712,10474364,,311, ,HUNTLEY,AVE, ,HUNTLEY AVE, ,311 HUNTLEY AVE,105040
-78.459458444084,38.0482188718098,10474365,,525, ,BENNETT,ST, ,BENNETT ST, ,525 BENNETT ST,105041
-78.4947207448287,38.0590357478171,10474366,,2100, ,ANGUS,RD, ,ANGUS RD, ,2100 ANGUS RD,105042
-78.4947623261906,38.0594533502674,10474367,,2106, ,ANGUS,RD, ,ANGUS RD, ,2106 ANGUS RD,105043
-78.5111569933426,38.0388145531733,10474368,,206, ,CAMERON,LN, ,CAMERON LN, ,206 CAMERON LN,105044
-78.4682169326044,38.0210182300937,10474369,,1309, ,MIDLAND,ST, ,MIDLAND ST, ,1309 MIDLAND ST,105046
-78.5109454205853,38.0165941946483,10474370,,119, ,PORTER,AVE, ,PORTER AVE, ,119 PORTER AVE,105047
-78.5188843880509,38.0195915946129,10474371,,313, ,HUNTLEY,AVE, ,HUNTLEY AVE, ,313 HUNTLEY AVE,105048
-78.4854334215655,38.0288649382297,10474372,,201, ,MONTICELLO,AVE, ,MONTICELLO AVE, ,201 MONTICELLO AVE,105049
-78.5195506848588,38.0224621480182,10474373,,206, ,STRIBLING,AVE, ,STRIBLING AVE,A,206 STRIBLING AVE #A,105050
-78.5195506848588,38.0224621480182,10474374,,206, ,STRIBLING,AVE, ,STRIBLING AVE,B,206 STRIBLING AVE #B,105051
-78.5193827420213,38.0224759179987,10474375,,204, ,STRIBLING,AVE, ,STRIBLING AVE,A,204 STRIBLING AVE #A,105052
-78.5193827420213,38.0224759179987,10474376,,204, ,STRIBLING,AVE, ,STRIBLING AVE,B,204 STRIBLING AVE #B,105053
-78.4846022058252,38.0285806773394,10474377,,101, ,GLEASON,ST, ,GLEASON ST, ,101 GLEASON ST,105054
-78.5001852188634,38.0394711856037,10474378,,418, ,17TH,ST,NW,17TH ST NW,303,418 17TH ST NW #303,105067
-78.5001852188634,38.0394711856037,10474379,,418, ,17TH,ST,NW,17TH ST NW,302,418 17TH ST NW #302,105068
-78.5001852188634,38.0394711856037,10474380,,418, ,17TH,ST,NW,17TH ST NW,301,418 17TH ST NW #301,105069
-78.5001852188634,38.0394711856037,10474381,,418, ,17TH,ST,NW,17TH ST NW,203,418 17TH ST NW #203,105070
-78.5001852188634,38.0394711856037,10474382,,418, ,17TH,ST,NW,17TH ST NW,202,418 17TH ST NW #202,105071
-78.5001852188634,38.0394711856037,10474383,,418, ,17TH,ST,NW,17TH ST NW,201,418 17TH ST NW #201,105072
-78.5001852188634,38.0394711856037,10474384,,418, ,17TH,ST,NW,17TH ST NW,103,418 17TH ST NW #103,105073
-78.5001852188634,38.0394711856037,10474385,,418, ,17TH,ST,NW,17TH ST NW,102,418 17TH ST NW #102,105074
-78.5001852188634,38.0394711856037,10474386,,418, ,17TH,ST,NW,17TH ST NW,101,418 17TH ST NW #101,105075
-78.5001852188634,38.0394711856037,10474387,,418, ,17TH,ST,NW,17TH ST NW,002,418 17TH ST NW #002,105076
-78.5001852188634,38.0394711856037,10474388,,418, ,17TH,ST,NW,17TH ST NW,001,418 17TH ST NW #001,105077
-78.4934141771314,38.0326654260979,10474389,,853,W,MAIN,ST, ,W MAIN ST,038,853 W MAIN ST #038,105080
-78.4934141771314,38.0326654260979,10474390,,853,W,MAIN,ST, ,W MAIN ST,039,853 W MAIN ST #039,105081
-78.4934141771314,38.0326654260979,10474391,,853,W,MAIN,ST, ,W MAIN ST,040,853 W MAIN ST #040,105082
-78.4934141771314,38.0326654260979,10474392,,853,W,MAIN,ST, ,W MAIN ST,100,853 W MAIN ST #100,105083
-78.4934141771314,38.0326654260979,10474393,,853,W,MAIN,ST, ,W MAIN ST,101,853 W MAIN ST #101,105084
-78.4934141771314,38.0326654260979,10474394,,853,W,MAIN,ST, ,W MAIN ST,102,853 W MAIN ST #102,105085
-78.4934141771314,38.0326654260979,10474395,,853,W,MAIN,ST, ,W MAIN ST,103,853 W MAIN ST #103,105086
-78.4934141771314,38.0326654260979,10474396,,853,W,MAIN,ST, ,W MAIN ST,104,853 W MAIN ST #104,105087
-78.4934141771314,38.0326654260979,10474397,,853,W,MAIN,ST, ,W MAIN ST,105,853 W MAIN ST #105,105088
-78.4934141771314,38.0326654260979,10474398,,853,W,MAIN,ST, ,W MAIN ST,107,853 W MAIN ST #107,105089
-78.4934141771314,38.0326654260979,10474399,,853,W,MAIN,ST, ,W MAIN ST,108,853 W MAIN ST #108,105090
-78.4934141771314,38.0326654260979,10474400,,853,W,MAIN,ST, ,W MAIN ST,109,853 W MAIN ST #109,105091
-78.4934141771314,38.0326654260979,10474401,,853,W,MAIN,ST, ,W MAIN ST,110,853 W MAIN ST #110,105092
-78.4934141771314,38.0326654260979,10474402,,853,W,MAIN,ST, ,W MAIN ST,111,853 W MAIN ST #111,105093
-78.4934141771314,38.0326654260979,10474403,,853,W,MAIN,ST, ,W MAIN ST,112,853 W MAIN ST #112,105094
-78.4934141771314,38.0326654260979,10474404,,853,W,MAIN,ST, ,W MAIN ST,113,853 W MAIN ST #113,105095
-78.4934141771314,38.0326654260979,10474405,,853,W,MAIN,ST, ,W MAIN ST,114,853 W MAIN ST #114,105096
-78.4934141771314,38.0326654260979,10474406,,853,W,MAIN,ST, ,W MAIN ST,A,853 W MAIN ST #A,105097
-78.4934141771314,38.0326654260979,10474407,,853,W,MAIN,ST, ,W MAIN ST,B,853 W MAIN ST #B,105098
-78.4934141771314,38.0326654260979,10474408,,853,W,MAIN,ST, ,W MAIN ST,C,853 W MAIN ST #C,105099
-78.4934141771314,38.0326654260979,10474409,,853,W,MAIN,ST, ,W MAIN ST,130,853 W MAIN ST #130,105100
-78.4934141771314,38.0326654260979,10474410,,853,W,MAIN,ST, ,W MAIN ST,131,853 W MAIN ST #131,105101
-78.4934141771314,38.0326654260979,10474411,,853,W,MAIN,ST, ,W MAIN ST,132,853 W MAIN ST #132,105102
-78.4934141771314,38.0326654260979,10474412,,853,W,MAIN,ST, ,W MAIN ST,133,853 W MAIN ST #133,105103
-78.4934141771314,38.0326654260979,10474413,,853,W,MAIN,ST, ,W MAIN ST,134,853 W MAIN ST #134,105104
-78.4934141771314,38.0326654260979,10474414,,853,W,MAIN,ST, ,W MAIN ST,135,853 W MAIN ST #135,105105
-78.4934141771314,38.0326654260979,10474415,,853,W,MAIN,ST, ,W MAIN ST,136,853 W MAIN ST #136,105106
-78.4934141771314,38.0326654260979,10474416,,853,W,MAIN,ST, ,W MAIN ST,137,853 W MAIN ST #137,105107
-78.4934141771314,38.0326654260979,10474417,,853,W,MAIN,ST, ,W MAIN ST,138,853 W MAIN ST #138,105108
-78.4934141771314,38.0326654260979,10474418,,853,W,MAIN,ST, ,W MAIN ST,139,853 W MAIN ST #139,105109
-78.4934141771314,38.0326654260979,10474419,,853,W,MAIN,ST, ,W MAIN ST,140,853 W MAIN ST #140,105110
-78.4934141771314,38.0326654260979,10474420,,853,W,MAIN,ST, ,W MAIN ST,201,853 W MAIN ST #201,105111
-78.4934141771314,38.0326654260979,10474421,,853,W,MAIN,ST, ,W MAIN ST,202,853 W MAIN ST #202,105112
-78.4934141771314,38.0326654260979,10474422,,853,W,MAIN,ST, ,W MAIN ST,203,853 W MAIN ST #203,105113
-78.4934141771314,38.0326654260979,10474423,,853,W,MAIN,ST, ,W MAIN ST,204,853 W MAIN ST #204,105114
-78.4934141771314,38.0326654260979,10474424,,853,W,MAIN,ST, ,W MAIN ST,205,853 W MAIN ST #205,105115
-78.4934141771314,38.0326654260979,10474425,,853,W,MAIN,ST, ,W MAIN ST,206,853 W MAIN ST #206,105116
-78.4934141771314,38.0326654260979,10474426,,853,W,MAIN,ST, ,W MAIN ST,207,853 W MAIN ST #207,105117
-78.4934141771314,38.0326654260979,10474427,,853,W,MAIN,ST, ,W MAIN ST,208,853 W MAIN ST #208,105118
-78.4934141771314,38.0326654260979,10474428,,853,W,MAIN,ST, ,W MAIN ST,209,853 W MAIN ST #209,105119
-78.4934141771314,38.0326654260979,10474429,,853,W,MAIN,ST, ,W MAIN ST,210,853 W MAIN ST #210,105120
-78.4934141771314,38.0326654260979,10474430,,853,W,MAIN,ST, ,W MAIN ST,211,853 W MAIN ST #211,105121
-78.4934141771314,38.0326654260979,10474431,,853,W,MAIN,ST, ,W MAIN ST,212,853 W MAIN ST #212,105122
-78.4934141771314,38.0326654260979,10474432,,853,W,MAIN,ST, ,W MAIN ST,213,853 W MAIN ST #213,105123
-78.4934141771314,38.0326654260979,10474433,,853,W,MAIN,ST, ,W MAIN ST,214,853 W MAIN ST #214,105124
-78.4934141771314,38.0326654260979,10474434,,853,W,MAIN,ST, ,W MAIN ST,215,853 W MAIN ST #215,105125
-78.4934141771314,38.0326654260979,10474435,,853,W,MAIN,ST, ,W MAIN ST,216,853 W MAIN ST #216,105126
-78.4934141771314,38.0326654260979,10474436,,853,W,MAIN,ST, ,W MAIN ST,217,853 W MAIN ST #217,105127
-78.4934141771314,38.0326654260979,10474437,,853,W,MAIN,ST, ,W MAIN ST,218,853 W MAIN ST #218,105128
-78.4934141771314,38.0326654260979,10474438,,853,W,MAIN,ST, ,W MAIN ST,219,853 W MAIN ST #219,105129
-78.4934141771314,38.0326654260979,10474439,,853,W,MAIN,ST, ,W MAIN ST,220,853 W MAIN ST #220,105130
-78.4934141771314,38.0326654260979,10474440,,853,W,MAIN,ST, ,W MAIN ST,221,853 W MAIN ST #221,105131
-78.4934141771314,38.0326654260979,10474441,,853,W,MAIN,ST, ,W MAIN ST,223,853 W MAIN ST #223,105132
-78.4934141771314,38.0326654260979,10474442,,853,W,MAIN,ST, ,W MAIN ST,224,853 W MAIN ST #224,105133
-78.4934141771314,38.0326654260979,10474443,,853,W,MAIN,ST, ,W MAIN ST,225,853 W MAIN ST #225,105134
-78.4934141771314,38.0326654260979,10474444,,853,W,MAIN,ST, ,W MAIN ST,226,853 W MAIN ST #226,105135
-78.4934141771314,38.0326654260979,10474445,,853,W,MAIN,ST, ,W MAIN ST,227,853 W MAIN ST #227,105136
-78.4934141771314,38.0326654260979,10474446,,853,W,MAIN,ST, ,W MAIN ST,228,853 W MAIN ST #228,105137
-78.4934141771314,38.0326654260979,10474447,,853,W,MAIN,ST, ,W MAIN ST,229,853 W MAIN ST #229,105138
-78.4934141771314,38.0326654260979,10474448,,853,W,MAIN,ST, ,W MAIN ST,230,853 W MAIN ST #230,105139
-78.4934141771314,38.0326654260979,10474449,,853,W,MAIN,ST, ,W MAIN ST,231,853 W MAIN ST #231,105140
-78.4934141771314,38.0326654260979,10474450,,853,W,MAIN,ST, ,W MAIN ST,232,853 W MAIN ST #232,105141
-78.4934141771314,38.0326654260979,10474451,,853,W,MAIN,ST, ,W MAIN ST,233,853 W MAIN ST #233,105142
-78.4934141771314,38.0326654260979,10474452,,853,W,MAIN,ST, ,W MAIN ST,234,853 W MAIN ST #234,105143
-78.4934141771314,38.0326654260979,10474453,,853,W,MAIN,ST, ,W MAIN ST,235,853 W MAIN ST #235,105144
-78.4934141771314,38.0326654260979,10474454,,853,W,MAIN,ST, ,W MAIN ST,236,853 W MAIN ST #236,105145
-78.4934141771314,38.0326654260979,10474455,,853,W,MAIN,ST, ,W MAIN ST,237,853 W MAIN ST #237,105146
-78.4934141771314,38.0326654260979,10474456,,853,W,MAIN,ST, ,W MAIN ST,238,853 W MAIN ST #238,105147
-78.4934141771314,38.0326654260979,10474457,,853,W,MAIN,ST, ,W MAIN ST,239,853 W MAIN ST #239,105148
-78.4934141771314,38.0326654260979,10474458,,853,W,MAIN,ST, ,W MAIN ST,240,853 W MAIN ST #240,105149
-78.4934141771314,38.0326654260979,10474459,,853,W,MAIN,ST, ,W MAIN ST,301,853 W MAIN ST #301,105150
-78.4934141771314,38.0326654260979,10474460,,853,W,MAIN,ST, ,W MAIN ST,302,853 W MAIN ST #302,105151
-78.4934141771314,38.0326654260979,10474461,,853,W,MAIN,ST, ,W MAIN ST,303,853 W MAIN ST #303,105152
-78.4934141771314,38.0326654260979,10474462,,853,W,MAIN,ST, ,W MAIN ST,304,853 W MAIN ST #304,105153
-78.4934141771314,38.0326654260979,10474463,,853,W,MAIN,ST, ,W MAIN ST,305,853 W MAIN ST #305,105154
-78.4934141771314,38.0326654260979,10474464,,853,W,MAIN,ST, ,W MAIN ST,306,853 W MAIN ST #306,105155
-78.4934141771314,38.0326654260979,10474465,,853,W,MAIN,ST, ,W MAIN ST,307,853 W MAIN ST #307,105156
-78.4934141771314,38.0326654260979,10474466,,853,W,MAIN,ST, ,W MAIN ST,308,853 W MAIN ST #308,105157
-78.4934141771314,38.0326654260979,10474467,,853,W,MAIN,ST, ,W MAIN ST,309,853 W MAIN ST #309,105158
-78.4934141771314,38.0326654260979,10474468,,853,W,MAIN,ST, ,W MAIN ST,310,853 W MAIN ST #310,105159
-78.4934141771314,38.0326654260979,10474469,,853,W,MAIN,ST, ,W MAIN ST,311,853 W MAIN ST #311,105160
-78.4934141771314,38.0326654260979,10474470,,853,W,MAIN,ST, ,W MAIN ST,312,853 W MAIN ST #312,105161
-78.4934141771314,38.0326654260979,10474471,,853,W,MAIN,ST, ,W MAIN ST,313,853 W MAIN ST #313,105162
-78.4934141771314,38.0326654260979,10474472,,853,W,MAIN,ST, ,W MAIN ST,314,853 W MAIN ST #314,105163
