RecordID_Int,ParcelNumber,StreetNumber,StreetName,Unit,UseCode,Style,Grade,Roof,Flooring,Heating,Fireplace,YearBuilt,TotalRooms,Bedrooms,HalfBathrooms,FullBathrooms,BasementGarage,Basement,FinishedBasement,BasementType,ExternalWalls,NumberOfStories,SquareFootageFinishedLiving
3029,200259240,602,MOSELEY DR,,Single Family,1 Story,C,Shingles,Hardwood,Forced Air,2,1965,6,3,1,1,0,1106,0,Partial Basement,Brick Veneer,1.00,1520
3030,200259250,600,MOSELEY DR,,Single Family,1 Story,C,Shingles,Hardwood,Forced Air,1,1966,7,3,1,2,0,1278,669,Full Basement,Brick Veneer,1.00,1296
3035,200259300,105,HILTON DR,,Single Family,1 Story,C,Shingles,Hardwood,Forced Air,2,1966,9,4,0,3,0,1485,1393,Full Basement,Brick Veneer,1.00,1485
3042,200259360,534,MOSELEY DR,,Single Family,1 Story,C,Shingles,Hardwood,Forced Air,1,1965,6,3,1,1,0,1163,0,Full Basement,Brick Veneer,1.00,1163
3045,200259400,107,HILTON DR,,Single Family,1 Story,C,Shingles,Hardwood,Forced Air,1,1968,5,3,1,1,0,0,0,No Basement,Brick Veneer,1.00,1019
3047,200259600,617,MOSELEY DR,,Single Family,1 Story,C,Shingles,Hardwood,Forced Air,1,1967,7,3,1,1,0,1215,525,Full Basement,Brick Veneer,1.00,1215
3048,200259700,615,MOSELEY DR,,Single Family,1 Story,C,Shingles,Hardwood,Forced Air,1,1966,8,3,1,1,0,1161,1161,Full Basement,Brick Veneer,1.00,1161
3049,200259800,613,MOSELEY DR,,Single Family,Split-Foyer,B -,Architectural Shingles,Hardwood,Forced Air,2,1967,10,5,1,2,0,1150,1150,Partial Basement,Brick Veneer,1.00,1210
3100,210003000,207,TODD AVE,,Single Family,1.5 Story,C,Shingles,Hardwood,Heat Pump,0,1941,5,3,1,1,0,804,,Full Basement,Stucco,1.50,1317
3103,210005000,209,TODD AVE,,Single Family,1.5 Story,B,Shingles,Hardwood,Forced Air,1,1938,5,2,0,1,0,732,0,Full Basement,Stone,1.50,1098
3104,210005A00,211,TODD AVE,,Single Family,1 Story,C,Shingles,None,Heat Pump,0,2001,6,4,0,2,0,867,432,Full Basement,Wood,1.00,867
3106,210006100,2111,HILL ST,,Single Family,1 Story,C,Shingles,Hardwood,Forced Air,0,1972,4,2,0,1,0,0,0,No Basement,Brick Veneer,1.00,972
3109,210008000,2112,HILL ST,,Single Family,1.5 Story,C,Shingles,Hardwood,Forced Air,1,1946,5,3,1,1,0,702,,Full Basement,Concrete Block,1.75,1229
3113,210010000,2104,HILL ST,,Single Family,2 Story,C,Shingles,Hardwood,Forced Air,0,1935,6,4,0,2,0,750,,Full Basement,Stucco,2.00,1530
3115,210011000,2200,HILL ST,,Single Family,1.5 Story,C,Shingles,Hardwood,Forced Air,1,1942,8,4,0,3,0,720,,Partial Basement,Aluminum,1.50,2362
3119,210015000,401,ROBERTSON AVE,,Single Family,1.5 Story,B,Shingles,Hardwood,Forced Air,1,1927,6,3,0,1,0,672,336,Full Basement,Brick Veneer,1.50,1008
3120,210016000,307,ROBERTSON AVE,,Single Family,1 Story,C,Shingles,Hardwood,Hot Water Radiator,1,1935,5,3,0,2,0,1044,0,Full Basement,Aluminum,1.00,1302
3121,210017000,303,ROBERTSON AVE,,Single Family,2 Story,B,Shingles,Hardwood,Heat Pump,0,1938,7,3,1,1,0,588,400,Full Basement,Aluminum,2.00,1176
3122,210018000,2206,HILL ST,,Single Family,2 Story,B,Shingles,Hardwood,Forced Air,0,1935,6,3,1,1,0,572,,Full Basement,Stucco,2.00,1144
3123,210019000,2202,HILL ST,,Single Family,1 Story,C,Shingles,Hardwood,Forced Air,1,1920,6,3,0,1,0,547,0,Partial Basement,Wood,1.00,1093
3124,210020000,2217,HILL ST,,Single Family,2 Story,B,Shingles,Hardwood,Hot Water Radiator,1,1947,6,3,0,1,0,0,0,No Basement,Asbestos,2.00,1144
3125,210021000,2219,HILL ST,,Single Family,2 Story,C,Shingles,Hardwood,Hot Water Radiator,1,1947,6,3,0,1,0,0,0,No Basement,Aluminum,2.00,1272
3129,210024000,204,TODD AVE,,Single Family,1.5 Story,C,Shingles,Hardwood,Forced Air,1,1949,6,3,0,2,0,676,0,Partial Basement,Aluminum,1.75,1388
3132,210026000,114,TODD AVE,,Single Family,1.5 Story,C +,Architectural Shingles,Hardwood,Forced Air,1,1921,10,4,0,3,0,,,No Basement,Stucco,1.33,2061
3134,210028000,108,TODD AVE,,Single Family,1.5 Story,B,Shingles,Other,Heat Pump,1,1959,7,3,1,1,0,808,400,Full Basement,Brick Veneer,1.50,1556
3135,210029000,104,TODD AVE,,Single Family,1.5 Story,C,Metal,Hardwood,Forced Air,1,1916,10,4,0,2,0,234,0,Cellar,Stucco,1.50,2762
3140,210033000,107,ROBERTSON AVE,,Single Family,2 Story,B,Architectural Shingles,Hardwood,Heat Pump,1,1928,8,4,0,2,0,480,,Cellar,Brick Veneer,2.00,2040
3141,210034000,109,ROBERTSON AVE,,Single Family,1.5 Story,C,Shingles,Hardwood,Hot Water Radiator,1,1933,7,4,0,3,0,955,831,Full Basement,Brick Veneer,1.50,1433
3142,210035000,111,ROBERTSON AVE,,Single Family,1 Story,C,Architectural Shingles,Hardwood,Forced Air,1,1920,5,2,0,1,0,494,114,Partial Basement,Stucco,1.00,986
3143,210036000,115,ROBERTSON AVE,,Single Family,1 Story,C,Shingles,Hardwood,Forced Air,1,1920,5,2,0,1,0,455,0,Full Basement,Wood,1.00,920
3145,210038000,203,ROBERTSON AVE,,Single Family,2 Story,B -,Metal,Hardwood,Hot Water Radiator,No dat,2013,7,4,No dat,3,No dat,1296,,Walkout Basement,Stucco,2.0,2592
3146,210039000,205,ROBERTSON AVE,,Single Family,2 Sty No Bsmt,C,Architectural Shingles,Hardwood,Heat Pump,No dat,1920,6,3,0,3,0,247,,Cellar,Hardy Board,2.00,1976
3147,210040000,211,ROBERTSON AVE,,Single Family,1 Story,C,Shingles,Hardwood,Forced Air,1,1920,6,3,0,1,0,504,0,Partial Basement,Brick Veneer,1.00,1008
3148,210041000,2221,HILL ST,,Single Family,2 Story,B,Shingles,Hardwood,Hot Water Radiator,1,1947,7,3,0,2,0,0,0,No Basement,Aluminum,2.00,1366
3149,210042000,2223,HILL ST,,Single Family,2 Story,B,Shingles,Hardwood,Heat Pump,1,1946,6,3,0,2,0,,,No Basement,Aluminum,2.00,1188
3152,210045000,208,ROBERTSON AVE,,Single Family,1 Story,C,Shingles,Hardwood,Hot Water Radiator,1,1964,5,2,0,1,0,1234,247,Full Basement,Brick Veneer,1.00,2025
3154,210047000,204,ROBERTSON AVE,,Single Family,2 Story,C,Shingles,Hardwood,Forced Air,1,1928,6,3,0,1,0,420,,Cellar,Brick Veneer,1.75,1596
3156,210049000,200,ROBERTSON AVE,,Single Family,1.5 Story,C,Shingles,Hardwood,Heat Pump,1,1928,7,4,1,2,0,243,0,Partial Basement,Stucco,1.66,1614
3157,210050000,118,ROBERTSON AVE,,Single Family,2 Story,B,Shingles,Hardwood,Floor Furnace,1,1945,7,4,0,2,0,,,No Basement,Hardy Board,2.00,1606
3160,210052000,112,ROBERTSON AVE,,Single Family,1.5 Story,C,Metal,Hardwood,Hot Water Radiator,1,1910,6,3,0,1,0,440,0,Partial Basement,Brick Veneer,1.66,1462
3161,210053000,108,ROBERTSON AVE,,Single Family,1 Story,B,Shingles,Hardwood,Forced Air,1,1926,8,3,0,2,0,,,No Basement,Brick Veneer,1.00,2266
3165,210057000,2304,JEFFERSON PARK AVE,,Single Family,2 Story,B,Shingles,Hardwood,Forced Air,0,1928,6,3,0,2,0,559,0,Partial Basement,Brick Veneer,2.00,1204
3166,210058000,2306,JEFFERSON PARK AVE,,Single Family,1.5 Story,B,Architectural Shingles,Hardwood,Mini-Splits,1,1930,7,2,1,1,0,443,,Partial Basement,Stone,1.50,1343
3167,210059000,2310,JEFFERSON PARK AVE,,Single Family,2 Story,B,Shingles,Hardwood,Hot Water Radiator,2,1931,9,6,1,2,0,420,,Partial Basement,Brick Veneer,2.00,3158
3168,210060000,107,RAYMOND AVE,,Single Family,2 Story,B,Architectural Shingles,Hardwood,Heat Pump,1,2012,9,4,1,2,0,,,No Basement,Hardy Board,2.00,2684
3169,210061000,111,RAYMOND AVE,,Single Family,1 Sty w/ Bsmt,C,Architectural Shingles,Hardwood,Hot Water Radiator,1,1935,7,3,1,2,0,1080,231,Partial Basement,Wood,1.00,1656
3170,210061100,109,RAYMOND AVE,,Single Family,1.5 Sty Transitional,C +,Architectural Shingles,Hardwood,Heat Pump,1,1994,7,3,1,2,0,,,No Basement,Stucco,1.75,1848
3171,210062000,113,RAYMOND AVE,,Single Family,1.5 Story,C +,Shingles,Hardwood,Heat Pump,1,1930,6,3,1,1,0,171,171,Partial Basement,Brick Veneer,2.00,1658
3172,210063000,115,RAYMOND AVE,,Single Family,2 Story,C,Shingles,Hardwood,Hot Water Radiator,1,1935,6,3,0,1,0,338,0,Partial Basement,Stone,2.00,1552
3173,210064000,117,RAYMOND AVE,,Single Family,2 Story,B,Shingles,Hardwood,Hot Water Radiator,1,1928,9,4,1,1,0,368,184,Partial Basement,Wood,2.00,2241
3174,210065000,119,RAYMOND AVE,,Single Family,1 Story,C,Shingles,Hardwood,Hot Water Radiator,1,1933,5,2,0,1,0,540,0,Partial Basement,Brick Veneer,1.00,1210
3176,210067000,203,RAYMOND AVE,,Single Family,1 Sty w/ Bsmt,C +,Architectural Shingles,Hardwood,Heat Pump,1,1949,5,2,0,1,0,834,,Partial Basement,Brick Veneer,1.00,980
3177,210067000,203,RAYMOND AVE,,Single Family,1 Sty No Bsmt,C +,Architectural Shingles,Pre-Fab Wd,Mini-Splits,No dat,2021,3,1,No dat,1,No dat,,,No Basement,Board & Batten,No dat,400
3178,210068000,205,RAYMOND AVE,,Single Family,1 Story,C,Shingles,Hardwood,Forced Air,1,1949,5,2,0,1,0,892,0,Full Basement,Brick Veneer,1.00,892
3179,210069000,207,RAYMOND AVE,,Single Family,1 Story,C,Shingles,Tile,Forced Air,0,1950,4,2,0,1,0,0,0,No Basement,Asbestos,1.00,720
3182,210072000,204,RAYMOND AVE,,Single Family,1 Story,C,Shingles,Hardwood,Hot Water Radiator,1,1951,7,3,0,3,0,780,506,Partial Basement,Brick Veneer,1.00,1431
3185,210075000,118,RAYMOND AVE,,Single Family,1 Story,C,Shingles,Hardwood,Forced Air,0,1921,6,3,0,3,0,1187,896,Full Basement,Aluminum,1.00,1187
3189,210079000,110,RAYMOND AVE,,Single Family,1 Story,C,Shingles,Hardwood,Forced Air,0,1951,4,2,0,1,0,419,,Partial Basement,Vinyl,1.00,837
3192,210081000,106,RAYMOND AVE,,Single Family,1.5 Story,B,Shingles,Hardwood,Heat Pump,1,1924,7,4,0,2,0,650,,Partial Basement,Concrete Block,1.50,1488
3193,210082000,2400,JEFFERSON PARK AVE,,Single Family,1.5 Story,B,Shingles,Hardwood,Hot Water Radiator,1,1931,7,3,0,2,0,401,0,Partial Basement,Stucco,1.50,1900
3194,210083000,2404,JEFFERSON PARK AVE,,Single Family,1.5 Story,B,Shingles,Hardwood,Hot Water Radiator,1,1940,5,3,0,1,0,449,0,Partial Basement,Brick Veneer,1.66,1702
3195,210084000,2406,JEFFERSON PARK AVE,,Single Family,1.5 Story,B +,Shingles,Hardwood,Hot Water Radiator,1,1940,6,3,1,2,0,672,,Partial Basement,Brick Veneer,1.75,1585
3196,210086000,2408,JEFFERSON PARK AVE,,Single Family,1 Story,B,Shingles,Hardwood,Hot Water Radiator,1,1925,5,3,0,2,0,389,,Partial Basement,Stucco,1.00,1842
3199,210090000,2422,JEFFERSON PARK AVE,,Single Family,2 Story,C,Shingles,Hardwood,Forced Air,1,1898,8,4,1,2,0,,,No Basement,Stone,2.00,2286
3204,210092000,2428,JEFFERSON PARK AVE,,Single Family,2 Story,A,Metal,Hardwood,Hot Water Radiator,2,1906,11,5,0,2,0,,,No Basement,Wood,2.00,3524
3217,210096000,119,CLEVELAND AVE,,Single Family,1.5 Story,C +,Architectural Shingles,Hardwood,Heat Pump,2,1935,7,3,0,2,0,900,,Partial Basement,Brick Veneer,1.50,1766
3218,210096000,119,CLEVELAND AVE,,Single Family,1 Story,C,Shingles,Hardwood,Forced Air,0,1965,5,2,0,2,0,360,360,Partial Basement,Stucco,1.00,1019
3219,210096001,114,HAMMOND ST,,Single Family,1 Sty w/ Bsmt,C -,Architectural Shingles,Pre-Fab Wd,Heat Pump,No dat,1967,4,1,No dat,2,No dat,360,360,Partial Basement,Wood,1,930
3221,210098000,201,CLEVELAND AVE,,Single Family,1.5 Story,C,Shingles,Hardwood,Forced Air,1,1938,5,3,1,1,0,340,,Partial Basement,Aluminum,1.75,1941
3223,210100000,209,CLEVELAND AVE,,Single Family,1 Story,C,Shingles,Hardwood,Radiant,1,1942,5,2,0,1,0,190,,Partial Basement,Concrete Block,1.00,1038
3224,210101000,213,CLEVELAND AVE,,Single Family,1.5 Story,B -,Architectural Shingles,Hardwood,Forced Air,1,1953,9,4,0,3,0,995,667,Partial Basement,Brick Veneer,1.50,2396
3225,210102000,215,CLEVELAND AVE,,Single Family,1.5 Story,C,Shingles,Hardwood,Forced Air,1,1949,7,4,0,2,1,978,272,Partial Basement,Brick Veneer,1.50,1487
3226,210102100,1717,CHERRY AVE,,Single Family,2 Story,B,Architectural Shingles,Hardwood,Heat Pump,1,2010,7,3,1,2,2,1126,238,Full Basement,Hardy Board,2.00,2252
3227,210104000,1712,CHERRY AVE,,Single Family,1 Story,C,Shingles,Hardwood,Heat Pump,1,1958,10,4,0,3,0,1122,650,Full Basement,Brick Veneer,1.00,1122
3228,210104200,1710,CHERRY AVE,,Single Family,1 Story,C,Shingles,Hardwood,Forced Air,0,1958,5,3,0,1,0,1034,0,Full Basement,Wood,1.00,1034
3229,210104300,1706,CHERRY AVE,,Single Family,1 Story,C,Shingles,Hardwood,Forced Air,0,1958,5,3,0,2,0,1034,0,Full Basement,Wood,1.00,1530
3230,210104400,1704,CHERRY AVE,,Single Family,1 Story,C,Shingles,Hardwood,Forced Air,0,1958,6,3,0,2,0,1034,517,Full Basement,Wood,1.00,1034
3231,210104500,1700,CHERRY AVE,,Single Family,1.5 Story,C,Shingles,Hardwood,Forced Air,0,1958,7,3,0,2,0,1034,,Full Basement,Wood,1.00,1822
3232,210105000,212,RAYMOND AVE,,Single Family,1 Story,B,Shingles,Hardwood,Forced Air,1,1960,8,3,1,2,0,1186,1058,Walkout Basement,Brick Veneer,1.00,1483
3233,210105100,1711,CHERRY AVE,,Single Family,1 Story,C +,Architectural Shingles,Hardwood,Forced Air,1,1955,7,3,1,2,0,1066,693,Full Basement,Brick Veneer,1.00,1066
3235,210105110,2321,CRESTMONT AVE,,Single Family,1 Story,C,Shingles,Hardwood,Forced Air,1,1955,5,3,0,2,0,1019,851,Full Basement,Wood,1.00,1019
3239,210105150,2326,CRESTMONT AVE,,Single Family,1 Story,C,Shingles,Hardwood,Forced Air,2,1955,5,3,1,2,0,1040,726,Full Basement,Wood,1.00,1040
3241,210105170,2322,CRESTMONT AVE,,Single Family,1 Story,C,Shingles,Hardwood,Forced Air,1,1955,6,3,1,2,0,1025,507,Full Basement,Wood,1.00,1025
3245,210105201,2316,CRESTMONT AVE,,Single Family,1 Story,C,Shingles,Hardwood,Forced Air,1,1956,6,3,1,1,0,1039,674,Full Basement,Wood,1.00,1039
3246,210105210,2314,CRESTMONT AVE,,Single Family,1 Story,C,Shingles,Hardwood,Forced Air,1,1956,8,3,1,1,0,1049,826,Full Basement,Wood,1.00,1049
3247,210105220,2312,CRESTMONT AVE,,Single Family,1 Story,C,Shingles,Hardwood,Forced Air,1,1956,5,3,1,2,0,1055,955,Full Basement,Brick Veneer,1.00,1055
3250,210105250,2306,CRESTMONT AVE,,Single Family,1 Story,C,Shingles,Hardwood,Forced Air,1,1955,5,3,1,1,0,1066,634,Full Basement,Wood,1.00,1066
3253,210105400,2305,CRESTMONT AVE,,Single Family,1 Story,C,Shingles,Hardwood,Forced Air,1,1955,8,3,0,2,0,1034,934,Full Basement,Wood,1.00,1034
3254,210105500,2307,CRESTMONT AVE,,Single Family,1 Sty w/ Bsmt,C,Shingles,W/W Carpet,Forced Air,1,1955,6,3,1,1,0,1066,108,Full Basement,Brick Veneer,1.00,1066
3255,210105600,2309,CRESTMONT AVE,,Single Family,1 Story,C,Shingles,Hardwood,Forced Air,1,1955,5,3,1,1,0,1044,299,Full Basement,Wood,1.00,1044
3259,210106000,2343,HIGHLAND AVE,,Single Family,1.5 Story,C,Shingles,Hardwood,Forced Air,2,1950,7,3,1,1,0,840,240,Full Basement,Asbestos,1.50,1260
3260,210107000,2341,HIGHLAND AVE,,Single Family,1 Sty w/ Bsmt,C -,Shingles,Hardwood,Forced Air,1,1955,6,3,0,2,0,800,305,Full Basement,Asbestos,1.00,960
3261,210108000,2339,HIGHLAND AVE,,Single Family,1 Story,C,Shingles,Hardwood,Forced Air,1,1952,8,4,0,2,0,992,892,Full Basement,Asbestos,1.00,992
3262,210110000,2337,HIGHLAND AVE,,Single Family,1 Story,C,Shingles,Hardwood,Forced Air,0,1952,4,2,0,1,0,,,No Basement,Aluminum,1.00,768
3263,210111000,2335,HIGHLAND AVE,,Single Family,1 Story,C,Shingles,Hardwood,Floor Furnace,1,1942,5,2,0,1,0,806,,Full Basement,Asbestos,1.00,806
3264,210111000,2335,HIGHLAND AVE,,Single Family,1 Story,C,Shingles,Hardwood,Floor Furnace,1,1942,5,2,0,1,0,806,,Full Basement,Asbestos,1.00,806
3265,210111000,2335,HIGHLAND AVE,,Single Family,2 Story,B,Metal,Hardwood,Heat Pump,1,2020,6,3,1,2,No dat,900,,Full Basement,Hardy Board,2,1800
3266,210111000,2335,HIGHLAND AVE,,Single Family,2 Story,B,Metal,Hardwood,Heat Pump,1,2020,6,3,1,2,No dat,900,,Full Basement,Hardy Board,2,1800
3267,210111001,2333,HIGHLAND AVE,,Single Family,1.5 Sty (Avg),B,Architectural Shingles,Hardwood,Heat Pump,1,2020,7,4,No dat,4,No dat,1148,800,Full Basement,Hardy Board,2,2009
3268,210112000,2331,HIGHLAND AVE,,Single Family,1 Story,B,Shingles,Hardwood,Hot Water Radiator,1,1920,5,1,1,2,0,684,,Cellar,Stucco,1.00,1770
3269,210113000,2329,HIGHLAND AVE,,Single Family,1 Story,C,Shingles,Hardwood,Hot Water Radiator,1,1933,7,3,0,2,0,1350,,Full Basement,Stucco,1.00,2036
3271,210115000,2325,HIGHLAND AVE,,Single Family,1 Story,C,Shingles,Hardwood,Forced Air,0,1943,4,2,0,1,0,0,0,No Basement,Wood,1.00,800
3276,210119000,2311,HIGHLAND AVE,,Single Family,1.5 Story,D,Shingles,Hardwood,Hot Water Radiator,1,1929,6,3,0,1,0,560,,Full Basement,Stucco,1.50,1680
3277,210120000,2309,HIGHLAND AVE,,Single Family,1.5 Story,C,Shingles,Hardwood,Hot Water Radiator,1,1929,7,4,1,2,0,192,0,Cellar,Brick Veneer,1.66,2080
3278,210121000,2307,HIGHLAND AVE,,Single Family,2 Story,B,Shingles,Hardwood,Hot Water Radiator,1,1939,7,3,1,1,0,765,0,Partial Basement,Brick Veneer,2.00,1936
3279,210122000,300,ROBERTSON AVE,,Single Family,1 Story,C,Shingles,Hardwood,Hot Water Radiator,1,1943,4,2,0,1,0,939,235,Full Basement,Brick Veneer,1.00,939
3281,210124000,304,ROBERTSON AVE,,Single Family,1 Story,C,Shingles,Hardwood,Forced Air,1,1953,4,2,0,1,0,976,0,Full Basement,Brick Veneer,1.00,976
3283,210125100,400,ROBERTSON AVE,,Single Family,1.5 Story,B -,Architectural Shingles,Hardwood,Hot Water Radiator,1,1928,9,3,1,1,0,672,,Cellar,Brick Veneer,1.75,1274
3285,210127000,2308,HIGHLAND AVE,,Single Family,1 Story,C,Shingles,Hardwood,Forced Air,1,1953,5,3,0,2,0,991,330,Full Basement,Brick Veneer,1.00,991
3286,210128000,2310,HIGHLAND AVE,,Single Family,1 Story,C,Shingles,Hardwood,Forced Air,1,1955,7,2,0,2,0,1171,585,Full Basement,Brick Veneer,1.00,1171
3287,210129000,2312,HIGHLAND AVE,,Single Family,1.5 Sty (Avg),B -,Shingles,Hardwood,Forced Air,1,1947,7,4,0,2,1,1104,475,Full Basement,Brick Veneer,1.50,1656
3288,210130000,2316,HIGHLAND AVE,,Single Family,1 Story,C,Shingles,Other,Forced Air,1,1997,6,3,0,2,0,1669,0,Partial Basement,Precast Panel,1.00,1710
3289,210131000,2318,HIGHLAND AVE,,Single Family,1 Story,C,Shingles,Hardwood,Forced Air,2,1940,6,2,0,1,1,1315,0,Full Basement,Brick Veneer,1.00,1315
3290,210131100,2320,HIGHLAND AVE,,Single Family,1.5 Story,C,Shingles,Hardwood,Forced Air,0,1996,6,4,0,3,0,840,600,Partial Basement,Wood,1.50,1260
3291,210131200,2322,HIGHLAND AVE,,Single Family,1 Sty w/ Bsmt,B +,Architectural Shingles,Hardwood,Heat Pump,1,2010,10,5,0,3,0,1436,1436,Full Basement,Hardy Board,1.00,1436
3292,210131300,2326,HIGHLAND AVE,,Single Family,1 Story,B +,Shingles,Hardwood,Heat Pump,1,2009,9,3,0,3,0,1640,1461,Full Basement,Hardy Board,1.00,1640
3295,210133000,1655,MULBERRY AVE,,Single Family,1 Story,C,Shingles,Hardwood,Floor Furnace,0,1938,4,2,0,1,0,421,,Partial Basement,Concrete Block - Tex Face,1.00,842
3296,210133100,1651,MULBERRY AVE,,Single Family,2 Story,B +,Shingles,Hardwood,Heat Pump,1,2015,6,4,No dat,3,No dat,,,No Basement,Hardy Board,2,2103
3316,21A002000,2500,WILLARD DR,,Single Family,1 Story,C,Shingles,Other,Forced Air,1,1960,5,3,0,2,0,799,,Partial Basement,Brick Veneer,1.00,1450
3317,21A003000,2508,WILLARD DR,,Single Family,1 Story,C,Shingles,None,Forced Air,1,1955,7,3,0,1,0,1154,577,Full Basement,Brick Veneer,1.00,1154
3318,21A004000,2510,WILLARD DR,,Single Family,1 Story,C,Shingles,Other,Forced Air,1,1956,6,3,0,1,0,1208,0,Full Basement,Brick Veneer,1.00,1208
3321,21A007000,2520,WILLARD DR,,Single Family,1 Story,C,Shingles,Other,Forced Air,1,1956,8,4,0,2,0,1184,947,Full Basement,Brick Veneer,1.00,1184
3322,21A008000,403,MOSELEY DR,,Single Family,1 Story,C,Shingles,Other,Forced Air,1,1957,6,3,1,1,0,975,487,Full Basement,Brick Veneer,1.00,975
3323,21A009000,405,MOSELEY DR,,Single Family,1 Story,C,Shingles,Other,Forced Air,2,1957,7,3,0,2,0,1193,420,Full Basement,Brick Veneer,1.00,1193
3324,21A010000,407,MOSELEY DR,,Single Family,1 Story,C,Shingles,Other,Forced Air,1,1956,6,3,2,1,0,1126,563,Full Basement,Brick Veneer,1.00,1126
3325,21A011000,409,MOSELEY DR,,Single Family,1 Story,C,Shingles,Other,Forced Air,1,1956,8,3,0,2,0,1190,801,Full Basement,Brick Veneer,1.00,1190
3328,21A014000,2522,WILLARD DR,,Single Family,1 Story,C,Shingles,Other,Forced Air,2,1955,10,3,0,2,0,1175,1000,Full Basement,Brick Veneer,1.00,1175
3329,21A015000,2524,WILLARD DR,,Single Family,1 Story,C,Shingles,Other,Forced Air,2,1956,8,3,0,2,0,1154,577,Full Basement,Wood,1.00,1154
3330,21A016000,2526,WILLARD DR,,Single Family,1 Story,C,Shingles,Other,Forced Air,1,1955,6,3,0,1,0,1154,0,Full Basement,Brick Veneer,1.00,1154
3331,21A017000,2528,WILLARD DR,,Single Family,1 Story,C,Shingles,Other,Forced Air,2,1956,9,3,0,2,0,1115,718,Full Basement,Wood,1.00,1115
3332,21A018000,2530,WILLARD DR,,Single Family,1 Sty w/ Bsmt,C++,Architectural Shingles,Hardwood,Forced Air,1,1956,9,4,0,2,0,1109,1049,Full Basement,Brick Veneer,1.00,1100
3333,21A019000,2600,WILLARD DR,,Single Family,1 Sty w/ Bsmt,C,Architectural Shingles,Hardwood,Forced Air,0,1963,5,3,0,1,0,992,,Full Basement,Brick Veneer,1.00,992
3334,21A020000,2604,WILLARD DR,,Single Family,1 Story,C,Shingles,Other,Forced Air,1,1956,8,4,0,2,0,1154,907,Full Basement,Brick Veneer,1.00,1154
3335,21A021000,2608,WILLARD DR,,Single Family,1 Story,C,Shingles,Other,Forced Air,2,1956,6,2,1,1,0,1108,570,Full Basement,Brick Veneer,1.00,1108
3336,21A022000,2610,WILLARD DR,,Single Family,1 Story,C,Shingles,Other,Forced Air,1,1956,7,3,0,2,0,1154,1000,Full Basement,Brick Veneer,1.00,1154
3337,21A023000,403,ALLEN DR,,Single Family,1 Sty w/ Bsmt,C +,Shingles,Hardwood,Forced Air,1,1959,6,4,1,1,0,1215,800,Walkout Basement,Brick Veneer,1.00,1215
3338,21A024000,405,ALLEN DR,,Single Family,1 Story,C,Shingles,Hardwood,Forced Air,1,1958,8,3,0,2,0,1070,1070,Full Basement,Wood,1.00,1070
3341,21A027000,420,MOSELEY DR,,Single Family,Split-Level (Avg),C -,Shingles,Hardwood,Hot Water Radiator,1,1957,7,3,0,2,0,,,No Basement,Wood,2.00,1768
3342,21A028000,418,MOSELEY DR,,Single Family,Split-Foyer (Avg),C,Shingles,Hardwood,Hot Water Radiator,1,1958,7,3,0,2,0,,624,Partial Basement,Wood,1.00,1144
3344,21A029000,416,MOSELEY DR,,Single Family,1 Story,C,Shingles,Hardwood,Forced Air,1,1957,10,4,0,2,0,1119,672,Full Basement,Wood,1.00,1119
3346,21A031000,412,MOSELEY DR,,Single Family,1 Story,B,Shingles,Other,Forced Air,1,1956,11,5,0,2,0,1198,898,Full Basement,Brick Veneer,1.00,1198
3347,21A032000,410,MOSELEY DR,,Single Family,1 Story,C,Shingles,Hardwood,Hot Water Radiator,1,1956,11,3,0,2,0,1188,1000,Full Basement,Brick Veneer,1.00,1188
3348,21A033000,408,MOSELEY DR,,Single Family,1 Story,C,Shingles,Other,Forced Air,1,1957,7,3,0,2,0,1101,300,Full Basement,Brick Veneer,1.00,1101
3349,21A034000,2511,WILLARD DR,,Single Family,1 Story,C,Shingles,Other,Forced Air,1,1955,6,3,1,1,0,1161,,Full Basement,Brick Veneer,1.00,1161
3350,21A035000,2513,WILLARD DR,,Single Family,1 Story,C,Shingles,Hardwood,Forced Air,0,1955,6,3,0,1,0,,,No Basement,Vinyl,1.00,1096
3351,21A036000,2515,WILLARD DR,,Single Family,1 Story,C,Shingles,Other,Forced Air,0,1955,6,3,0,2,0,0,0,No Basement,Wood,1.00,1217
3352,21A037000,2517,WILLARD DR,,Single Family,1 Story,C,Shingles,Other,Forced Air,0,1955,7,3,0,1,0,0,0,No Basement,Brick Veneer,1.00,1152
3353,21A038000,2519,WILLARD DR,,Single Family,1 Story,C,Shingles,Hardwood,Forced Air,0,1955,6,3,0,1,0,,,No Basement,Brick Veneer,1.00,1148
3354,21A039000,2521,WILLARD DR,,Single Family,1 Sty w/ Bsmt,B,Architectural Shingles,Hardwood,Forced Air,0,1955,7,3,1,1,0,,,No Basement,Brick Veneer,1.00,1381
3355,21A040000,2523,WILLARD DR,,Single Family,1 Sty No Bsmt,C,Architectural Shingles,Hardwood,Forced Air,0,1956,6,3,0,1,0,,,No Basement,Brick Veneer,1.00,1425
3356,21A041000,2525,WILLARD DR,,Single Family,1 Story,C,Shingles,Hardwood,Forced Air,0,1955,7,3,0,1,0,1148,578,Full Basement,Brick Veneer,1.00,1104
